Movie_Title,Movie_Links,shit,fuck,damn,bitch,asshole,ass,dick,pussy,cock,bastard,douche,total_words
Snatch,/Snatch.html,9,40,0,0,0,1,2,3,0,15,0,23730
Sneakers,/Sneakers.html,0,0,0,0,0,0,0,0,0,0,0,20
Snow Falling On Cedars,/Snow-Falling-On-Cedars.html,1,2,3,4,0,2,0,0,1,2,0,32062
Snow White and the Huntsman,/Snow-White-and-the-Huntsman.html,0,0,2,0,0,1,0,0,0,1,0,26659
So I Married an Axe Murderer,/So-I-Married-an-Axe-Murderer.html,6,1,1,4,3,5,0,0,0,1,0,20583
"Social Network, The","/Social-Network,-The.html",13,13,2,4,5,3,0,0,0,0,0,31347
Solaris,/Solaris.html,1,4,1,0,0,0,0,0,0,1,0,12857
Soldier,/Soldier.html,10,4,4,0,0,11,0,1,0,0,0,33070
Someone To Watch Over Me,/Someone-To-Watch-Over-Me.html,6,10,1,0,2,9,0,0,0,0,0,21506
Something's Gotta Give,/Something's-Gotta-Give.html,5,3,2,2,0,7,1,0,0,0,0,27732
Source Code,/Source-Code.html,5,3,1,1,1,2,0,0,0,0,0,22819
South Park,/South-Park.html,23,44,13,20,3,24,2,3,5,5,0,26547
Space Milkshake,/Space-Milkshake.html,1,1,3,2,0,1,0,1,0,2,0,18184
Spanglish,/Spanglish.html,2,0,10,0,1,2,0,0,0,0,0,29203
Spare Me,/Spare-Me.html,2,6,0,1,0,2,1,0,0,1,0,16831
Spartan,/Spartan.html,2,14,0,4,0,1,0,1,0,0,0,30372
Speed,/Speed.html,0,0,0,0,0,0,0,0,0,0,0,20
Speed Racer,/Speed-Racer.html,0,0,1,0,0,6,0,0,0,0,0,29939
Sphere,/Sphere.html,13,5,13,1,0,1,1,2,0,1,0,24193
Spider-Man,/Spider-Man.html,1,0,6,0,1,1,0,0,0,0,0,26289
St. Elmo's Fire,/St.-Elmo's-Fire.html,15,3,1,1,2,1,0,0,0,0,0,22465
Star Trek,/Star-Trek.html,11,3,12,2,0,7,0,0,0,3,0,33222
Starman,/Starman.html,9,0,4,1,1,2,0,0,0,1,0,30391
Starship Troopers,/Starship-Troopers.html,0,0,0,2,0,2,0,0,0,0,0,24285
State and Main,/State-and-Main.html,2,3,2,1,0,4,1,0,0,0,0,22953
Station West,/Station-West.html,0,0,0,0,0,0,0,0,0,0,0,25705
Stepmom,/Stepmom.html,7,4,5,3,2,2,3,0,0,0,0,28482
"Sting, The","/Sting,-The.html",2,2,1,1,0,2,2,0,0,2,0,26434
Stir of Echoes,/Stir-of-Echoes.html,10,11,3,3,3,5,0,0,0,0,0,26515
Storytelling,/Storytelling.html,5,19,1,2,0,2,0,0,0,0,0,9125
Straight Outta Compton,/Straight-Outta-Compton.html,150,96,20,6,2,35,4,7,0,11,0,33230
Strange Days,/Strange-Days.html,31,13,6,6,2,7,0,1,0,1,0,36167
Strangers on a Train,/Strangers-on-a-Train.html,0,0,0,0,0,0,0,0,0,0,0,29058
"Stuntman, The","/Stuntman,-The.html",12,3,10,16,2,23,1,0,2,7,1,34601
Sugar,/Sugar.html,14,5,2,0,2,0,0,0,1,0,0,25027
Sugar and Spice,/Sugar-and-Spice.html,27,6,1,5,0,19,1,0,0,1,0,18508
Sunset Blvd.,/Sunset-Blvd..html,0,0,0,0,0,0,0,0,0,0,0,24598
Sunshine Cleaning,/Sunshine-Cleaning.html,17,5,5,0,1,4,1,1,0,7,0,22711
Super 8,/Super-8.html,19,2,3,1,2,4,2,4,0,0,1,26518
Superbad,/Superbad.html,67,51,2,6,5,21,19,10,3,3,3,23919
Superfights,/Superfights.html,0,0,0,0,0,0,0,0,0,0,0,19
Supergirl,/Supergirl.html,0,0,0,1,0,1,0,0,0,0,0,26289
"Surfer King, The","/Surfer-King,-The.html",0,0,0,0,0,0,3,0,0,0,0,21311
Surrogates,/Surrogates.html,1,0,5,1,2,5,0,0,0,1,0,24929
Suspect Zero,/Suspect-Zero.html,11,13,2,0,2,2,0,0,0,0,0,30652
"Sweet Hereafter, The","/Sweet-Hereafter,-The.html",1,1,0,0,0,0,0,0,0,1,0,17486
Sweet Smell of Success,/Sweet-Smell-of-Success.html,0,0,0,0,0,0,0,0,0,0,0,37942
Swingers,/Swingers.html,22,9,2,26,12,4,3,0,0,0,0,17915
Swordfish,/Swordfish.html,16,14,1,2,1,10,2,0,2,0,0,20964
"Synecdoche, New York","/Synecdoche,-New-York.html",5,19,0,0,1,4,0,2,0,0,0,28291
Syriana,/Syriana.html,12,8,2,0,1,3,0,0,0,0,0,29622
Take Shelter,/Take-Shelter.html,11,1,1,0,0,1,0,0,0,0,0,20887
Taking Lives,/Taking-Lives.html,11,5,2,2,3,3,2,0,0,0,0,22071
"Taking of Pelham One Two Three, The","/Taking-of-Pelham-One-Two-Three,-The.html",17,6,3,2,1,7,0,0,0,6,0,29980
Taking Sides,/Taking-Sides.html,4,3,0,0,0,0,1,0,0,2,0,15737
"Talented Mr. Ripley, The","/Talented-Mr.-Ripley,-The.html",0,2,1,0,0,2,4,0,1,2,0,21555
Tall in the Saddle,/Tall-in-the-Saddle.html,0,0,0,0,0,0,0,0,0,0,0,30789
Tamara Drewe,/Tamara-Drewe.html,11,22,1,2,2,0,1,0,2,5,0,24297
Taxi Driver,/Taxi-Driver.html,8,13,7,2,2,2,0,3,1,1,0,25631
Ted,/Ted.html,39,31,0,1,11,8,2,1,4,2,1,27892
Terminator,/Terminator.html,4,6,2,1,3,1,0,0,0,2,0,29281
Terminator Salvation,/Terminator-Salvation.html,5,2,4,1,0,3,0,0,0,0,0,25096
Thelma & Louise,/Thelma-&-Louise.html,43,5,10,5,6,9,2,0,1,0,0,25343
"Theory of Everything, The","/Theory-of-Everything,-The.html",0,0,1,0,0,0,0,0,0,1,0,20119
There's Something About Mary,/There's-Something-About-Mary.html,21,23,2,4,2,7,2,2,3,0,0,23732
They,/They.html,7,3,3,0,0,3,0,0,0,0,0,23317
"Thing, The","/Thing,-The.html",9,4,22,1,0,6,0,0,0,3,0,23062
"Things My Father Never Taught Me, The","/Things-My-Father-Never-Taught-Me,-The.html",0,0,0,0,0,0,0,0,0,0,0,1616
Thirteen Days,/Thirteen-Days.html,12,0,5,0,1,9,0,0,0,2,0,34918
This Boy's Life,/This-Boy's-Life.html,10,9,11,2,0,6,2,6,0,1,0,27551
This is 40,/This-is-40.html,14,36,6,6,7,7,13,1,0,0,0,24032
Thor,/Thor.html,0,0,1,0,0,1,0,0,0,2,0,32066
Thor Ragnarok,/Thor-Ragnarok.html,3,0,2,1,0,7,0,0,0,0,0,26783
Three Kings,/Three-Kings.html,17,18,3,1,0,14,4,0,0,0,0,26367
Three Kings (Spoils of War),/Three-Kings-(Spoils-of-War).html,4,2,9,6,0,9,0,2,0,2,0,26812
Three Men and a Baby,/Three-Men-and-a-Baby.html,34,2,10,6,8,20,0,0,0,2,0,29591
"Three Musketeers, The","/Three-Musketeers,-The.html",0,0,2,0,0,0,0,0,0,0,0,29997
Thunderbirds,/Thunderbirds.html,0,0,2,0,0,1,0,0,0,0,0,12433
Thunderheart,/Thunderheart.html,19,12,5,1,1,10,0,0,0,0,0,31283
Ticker,/Ticker.html,11,10,2,2,1,0,0,2,0,1,0,16061
Timber Falls,/Timber-Falls.html,6,19,4,3,2,3,0,0,0,1,0,22026
"Time Machine, The","/Time-Machine,-The.html",0,0,0,0,0,0,0,0,0,0,0,24122
Tin Cup,/Tin-Cup.html,16,7,11,1,2,21,1,2,0,1,0,27495
Tin Men,/Tin-Men.html,10,8,11,14,4,11,0,0,0,0,0,32194
Tinker Tailor Soldier Spy,/Tinker-Tailor-Soldier-Spy.html,0,3,10,0,0,0,0,0,0,1,0,26724
Titanic,/Titanic.html,9,0,7,1,0,1,0,0,0,4,0,44596
TMNT,/TMNT.html,0,0,0,0,0,4,0,0,1,0,0,23482
To Sleep with Anger,/To-Sleep-with-Anger.html,0,0,9,0,0,5,0,0,0,0,0,23779
Tombstone,/Tombstone.html,1,0,23,5,0,4,1,0,0,4,0,31705
Tomorrow Never Dies,/Tomorrow-Never-Dies.html,0,0,5,0,0,1,0,0,0,3,0,34361
Top Gun,/Top-Gun.html,14,0,5,5,1,2,0,0,0,0,0,25428
Total Recall,/Total-Recall.html,4,2,0,0,0,0,0,0,1,3,0,19750
"Tourist, The","/Tourist,-The.html",3,0,0,0,0,0,0,0,0,0,0,19474
Toy Story,/Toy-Story.html,0,0,0,0,0,0,0,0,0,0,0,22506
Traffic,/Traffic.html,12,22,3,0,1,1,0,0,0,0,0,30910
Training Day,/Training-Day.html,91,49,4,11,5,34,5,2,0,1,0,21170
Trainspotting,/Trainspotting.html,5,25,0,0,0,0,1,1,0,3,0,17871
Tremors,/Tremors.html,8,4,28,8,4,15,0,0,0,5,0,25893
Tristan and Isolde,/Tristan-and-Isolde.html,0,0,0,0,0,0,0,0,0,0,0,8180
TRON,/TRON.html,0,0,2,0,0,0,0,0,0,0,0,25368
Tropic Thunder,/Tropic-Thunder.html,23,18,1,4,1,20,1,4,1,3,0,22428
True Grit,/True-Grit.html,0,0,6,3,0,1,1,0,1,1,0,25570
True Lies,/True-Lies.html,13,1,4,14,0,2,0,1,0,1,0,31951
True Romance,/True-Romance.html,57,50,2,13,8,35,182,21,0,1,1,28059
"Truman Show, The","/Truman-Show,-The.html",3,7,5,0,0,0,0,0,0,0,0,29975
Twilight,/Twilight.html,0,0,0,0,0,1,0,1,0,0,0,22892
Twin Peaks,/Twin-Peaks.html,5,1,9,0,0,1,0,0,0,0,0,25029
Twins,/Twins.html,12,1,3,1,2,1,0,0,0,0,0,24666
Two For The Money,/Two-For-The-Money.html,20,51,5,5,6,11,0,0,1,2,0,27812
U Turn,/U-Turn.html,24,28,11,10,5,13,1,5,0,3,0,28503
"Ugly Truth, The","/Ugly-Truth,-The.html",8,8,1,3,0,7,1,2,7,0,0,22685
Un Singe en Hiver,/Un-Singe-en-Hiver.html,0,0,0,0,0,0,0,0,0,0,0,33357
Unbreakable,/Unbreakable.html,4,0,2,1,0,3,0,0,0,0,0,25129
Under Fire,/Under-Fire.html,4,13,7,2,0,4,1,0,1,3,0,28487
Unknown,/Unknown.html,1,1,3,1,0,0,0,0,0,0,0,27563
Up,/Up.html,0,0,0,0,0,0,0,0,0,0,0,17679
Up in the Air,/Up-in-the-Air.html,8,16,0,0,3,5,0,1,0,0,0,20947
"Usual Suspects, The","/Usual-Suspects,-The.html",18,14,2,2,1,9,2,0,1,2,0,26118
V for Vendetta,/V-for-Vendetta.html,2,5,7,1,0,1,0,0,1,7,0,26947
Valkyrie,/Valkyrie.html,4,2,5,0,0,0,0,0,1,1,0,24870
Vanilla Sky,/Vanilla-Sky.html,6,15,0,2,2,0,1,0,0,1,0,20840
"Verdict, The","/Verdict,-The.html",2,4,3,0,0,3,5,0,0,0,0,22393
Vertigo,/Vertigo.html,0,0,0,0,0,0,0,0,0,0,0,20
Very Bad Things,/Very-Bad-Things.html,7,14,1,1,3,5,0,0,0,1,0,19312
Virtuosity,/Virtuosity.html,9,1,1,8,2,4,0,0,0,1,0,27151
"Visitor, The","/Visitor,-The.html",2,1,1,0,0,0,0,0,0,0,0,17313
Wag the Dog,/Wag-the-Dog.html,5,20,0,0,0,1,3,0,0,0,0,28076
"Walk to Remember, A","/Walk-to-Remember,-A.html",2,0,0,0,0,0,1,0,0,0,0,20152
Walking Tall,/Walking-Tall.html,1,1,0,1,1,0,0,0,0,0,0,6989
Wall Street,/Wall-Street.html,4,1,5,5,1,6,3,0,0,0,0,31607
Wall-E,/Wall-E.html,0,0,0,0,0,0,0,0,0,0,0,18517
Wanted,/Wanted.html,8,14,12,4,0,10,1,0,1,2,0,24968
War for the Planet of the Apes,/War-for-the-Planet-of-the-Apes.html,1,0,0,0,0,0,0,0,2,0,0,31195
War Horse,/War-Horse.html,0,0,2,0,0,0,0,0,0,2,0,25438
War of the Worlds,/War-of-the-Worlds.html,10,0,5,0,1,2,1,0,0,0,0,17205
Warm Springs,/Warm-Springs.html,0,0,6,3,0,0,0,0,0,1,0,21977
Warrior,/Warrior.html,13,1,1,0,0,1,5,0,2,0,0,24349
Watchmen,/Watchmen.html,4,0,8,2,3,0,1,0,0,2,0,28245
Water for Elephants,/Water-for-Elephants.html,7,0,5,0,0,3,7,0,0,0,0,29466
"Way Back, The","/Way-Back,-The.html",3,1,4,0,0,0,0,0,0,2,0,26136
We Own the Night,/We-Own-the-Night.html,12,11,0,0,0,5,2,3,0,0,0,32315
What Lies Beneath,/What-Lies-Beneath.html,3,1,1,2,0,3,0,0,0,0,0,19511
When a Stranger Calls,/When-a-Stranger-Calls.html,0,0,1,0,0,0,0,0,0,0,0,20091
When Harry Met Sally,/When-Harry-Met-Sally.html,0,0,0,0,0,0,0,0,0,0,0,23
While She Was Out,/While-She-Was-Out.html,14,5,4,12,2,11,1,5,0,2,0,23387
"Whistleblower, The","/Whistleblower,-The.html",3,13,1,1,0,1,0,1,0,0,0,26838
White Christmas,/White-Christmas.html,0,0,0,0,0,0,0,0,0,0,0,16943
White Jazz,/White-Jazz.html,15,21,8,2,3,11,6,1,2,0,0,27489
"White Ribbon, The","/White-Ribbon,-The.html",0,0,2,0,0,0,0,0,1,1,0,29670
White Squall,/White-Squall.html,9,3,7,7,0,1,2,0,0,2,0,28571
Whiteout,/Whiteout.html,7,2,4,2,0,4,0,0,0,1,0,21920
Who's Your Daddy,/Who's-Your-Daddy.html,4,3,1,0,0,6,4,0,0,2,0,22104
Wild At Heart,/Wild-At-Heart.html,23,22,8,5,4,3,1,5,1,1,0,28486
"Wild Bunch, The","/Wild-Bunch,-The.html",0,0,14,4,0,4,0,0,0,0,0,28857
Wild Hogs,/Wild-Hogs.html,12,0,9,8,3,10,0,0,1,1,0,26527
Wild Things,/Wild-Things.html,22,8,1,6,0,8,0,0,0,0,0,26205
Wild Wild West,/Wild-Wild-West.html,4,1,9,0,0,9,0,0,0,1,0,29864
Willow,/Willow.html,0,0,0,0,0,0,0,0,0,0,0,24080
Win Win,/Win-Win.html,30,10,3,0,2,1,0,0,0,0,0,20729
Wind Chill,/Wind-Chill.html,10,1,2,0,4,4,0,0,0,2,0,21630
Withnail and I,/Withnail-and-I.html,1,6,0,1,0,0,0,0,0,16,0,14421
Witness,/Witness.html,5,2,0,2,0,1,0,0,0,2,0,22932
"Wizard of Oz, The","/Wizard-of-Oz,-The.html",0,0,0,0,0,0,0,0,0,0,0,30621
"Wolf of Wall Street, The","/Wolf-of-Wall-Street,-The.html",32,58,0,3,3,10,4,3,6,0,1,31423
Wonder Boys,/Wonder-Boys.html,10,4,2,1,0,2,2,0,0,1,0,25898
"Woodsman, The","/Woodsman,-The.html",14,6,3,1,4,2,0,0,0,0,0,18020
"World is not Enough, The","/World-is-not-Enough,-The.html",0,0,0,0,0,1,0,0,1,0,0,26520
"Wrestler, The","/Wrestler,-The.html",23,15,3,2,5,14,1,1,0,0,0,22170
X-Men,/X-Men.html,0,0,1,0,0,1,0,1,0,0,0,27706
xXx,/xXx.html,12,0,8,4,0,10,1,0,0,2,0,25542
Year One,/Year-One.html,4,0,2,0,1,7,1,0,1,0,0,24227
Yes Man,/Yes-Man.html,9,2,0,2,2,0,1,0,0,0,0,22832
You Can Count On Me,/You-Can-Count-On-Me.html,9,1,2,1,2,2,0,0,0,0,0,19340
You've Got Mail,/You've-Got-Mail.html,5,4,1,1,1,1,1,0,0,0,0,25300
Youth in Revolt,/Youth-in-Revolt.html,5,3,5,0,4,5,1,1,2,1,0,26709
Zero Dark Thirty,/Zero-Dark-Thirty.html,3,14,1,1,1,3,1,0,0,0,0,22200
Zerophilia,/Zerophilia.html,4,12,6,3,4,5,0,0,0,1,0,15061
Zootopia,/Zootopia.html,0,0,0,0,0,0,0,0,0,0,0,20601
