Movie_Title,Movie_Links,shit,fuck,damn,bitch,asshole,ass,dick,pussy,cock,bastard,douche,total_words
Detroit Rock City,/Detroit-Rock-City.html,29,13,3,4,2,26,7,0,0,0,0,27439
Devil in a Blue Dress,/Devil-in-a-Blue-Dress.html,10,0,21,5,0,8,0,0,2,2,0,25280
Devil's Advocate,/Devil's-Advocate.html,10,23,6,3,1,9,0,0,0,0,0,26660
Die Hard,/Die-Hard.html,16,9,6,2,4,9,2,0,1,2,0,27201
Die Hard 2,/Die-Hard-2.html,19,16,8,4,9,14,5,0,1,2,0,25615
Diner,/Diner.html,8,2,1,4,3,2,0,0,0,0,0,20316
"Distinguished Gentleman, The","/Distinguished-Gentleman,-The.html",19,8,9,3,1,18,32,0,0,2,0,27778
Disturbia,/Disturbia.html,29,2,3,2,2,8,1,0,0,2,0,26773
Django Unchained,/Django-Unchained.html,13,8,19,7,0,52,0,0,1,4,0,40225
Do The Right Thing,/Do-The-Right-Thing.html,26,21,4,1,2,9,40,0,0,2,0,16877
Dog Day Afternoon,/Dog-Day-Afternoon.html,22,22,8,2,3,1,0,0,0,2,0,28319
Dogma,/Dogma.html,53,36,4,12,4,15,3,1,0,4,0,32356
Donnie Brasco,/Donnie-Brasco.html,7,38,0,2,1,8,0,0,1,1,0,25223
"Doors, The","/Doors,-The.html",23,57,1,0,11,5,5,3,9,2,1,38084
Double Indemnity,/Double-Indemnity.html,0,0,0,0,0,0,0,0,0,0,0,32380
Drag Me to Hell,/Drag-Me-to-Hell.html,0,2,1,3,0,1,0,0,0,0,0,18223
Dragonslayer,/Dragonslayer.html,0,0,3,0,0,0,0,0,0,1,0,20076
Drive,/Drive.html,2,13,0,0,4,0,0,1,0,0,0,22740
Drive Angry,/Drive-Angry.html,14,33,4,8,1,7,1,0,1,1,0,19085
Drop Dead Gorgeous,/Drop-Dead-Gorgeous.html,7,2,10,8,0,21,0,0,0,1,0,19254
"Dry White Season, A","/Dry-White-Season,-A.html",6,1,3,0,0,0,0,0,0,4,0,34827
Duck Soup,/Duck-Soup.html,0,0,0,0,0,0,0,0,0,0,0,19711
Dumb and Dumber,/Dumb-and-Dumber.html,10,3,7,4,2,3,0,0,0,2,0,24013
Dune,/Dune.html,0,0,4,0,0,1,0,0,0,0,0,24070
E.T.,/E.T..html,1,0,0,0,0,0,0,0,0,0,0,18057
Eagle Eye,/Eagle-Eye.html,37,14,0,0,5,5,0,0,0,0,0,31425
Eastern Promises,/Eastern-Promises.html,1,12,1,6,0,0,0,0,1,0,0,22515
Easy A,/Easy-A.html,5,18,1,6,1,9,0,0,0,0,0,21455
Ed TV,/Ed-TV.html,6,0,0,1,2,22,0,0,0,1,0,24981
Ed Wood,/Ed-Wood.html,8,6,3,2,2,3,2,0,0,1,0,29023
Edward Scissorhands,/Edward-Scissorhands.html,1,0,4,0,0,0,0,0,0,1,0,8143
Eight Legged Freaks,/Eight-Legged-Freaks.html,3,1,4,1,0,0,0,0,1,0,0,19000
Election,/Election.html,1,6,1,3,0,2,17,1,0,0,0,25131
"Elephant Man, The","/Elephant-Man,-The.html",0,0,2,0,0,0,0,0,0,4,0,34137
Enemy of the State,/Enemy-of-the-State.html,9,17,4,0,3,2,2,0,0,0,1,23211
"English Patient, The","/English-Patient,-The.html",0,3,0,1,0,0,1,0,0,2,0,32217
Enough,/Enough.html,4,2,1,1,2,3,2,0,0,0,0,22492
Entrapment,/Entrapment.html,16,5,0,2,1,5,0,0,0,0,0,29860
Equilibrium,/Equilibrium.html,0,0,0,0,0,0,0,0,0,0,0,20
Erik the Viking,/Erik-the-Viking.html,0,0,1,0,0,0,0,0,0,2,0,21921
Erin Brockovich,/Erin-Brockovich.html,27,16,30,5,4,9,0,0,0,0,0,30254
Escape From L.A.,/Escape-From-L.A..html,13,2,3,0,1,3,0,0,0,0,0,24677
Escape From New York,/Escape-From-New-York.html,10,2,0,2,4,5,0,0,0,1,0,11393
Eternal Sunshine of the Spotless Mind,/Eternal-Sunshine-of-the-Spotless-Mind.html,15,11,4,1,0,1,1,0,0,0,0,24562
Even Cowgirls Get the Blues,/Even-Cowgirls-Get-the-Blues.html,7,0,1,0,0,2,1,1,0,1,2,19235
Event Horizon,/Event-Horizon.html,7,6,4,1,0,3,2,0,0,0,0,22033
Evil Dead,/Evil-Dead.html,2,0,3,0,0,0,0,0,0,0,0,11829
Ex Machina,/Ex-Machina.html,6,12,2,0,0,0,0,0,0,1,0,20742
Excalibur,/Excalibur.html,0,0,0,0,0,0,0,0,0,0,0,26992
eXistenZ,/eXistenZ.html,1,2,2,0,0,0,0,0,0,1,0,21524
Extract,/Extract.html,26,0,6,0,4,14,2,1,1,0,0,20299
"Fabulous Baker Boys, The","/Fabulous-Baker-Boys,-The.html",7,10,4,0,1,3,0,0,0,0,0,26927
Face Off,/Face-Off.html,8,6,6,1,1,3,0,0,1,2,0,23433
Fair Game,/Fair-Game.html,2,9,0,1,2,0,1,1,0,1,0,24040
"Family Man, The","/Family-Man,-The.html",6,1,10,0,0,2,0,0,0,1,0,29576
Fantastic Four,/Fantastic-Four.html,1,0,5,0,0,1,0,0,0,0,0,28309
Fantastic Mr Fox,/Fantastic-Mr-Fox.html,0,0,0,0,0,0,0,0,0,0,0,22020
Fargo,/Fargo.html,4,12,6,0,0,1,0,0,0,0,0,17469
Fast Times at Ridgemont High,/Fast-Times-at-Ridgemont-High.html,10,7,0,0,2,1,4,2,0,0,0,24543
Fatal Instinct,/Fatal-Instinct.html,3,0,7,2,0,1,2,0,0,1,0,28240
"Fault in Our Stars, The","/Fault-in-Our-Stars,-The.html",6,2,0,0,4,1,0,0,0,3,0,24205
Fear and Loathing in Las Vegas,/Fear-and-Loathing-in-Las-Vegas.html,28,18,9,4,1,3,0,0,0,20,0,23214
Feast,/Feast.html,19,13,6,3,1,9,2,0,0,0,1,17973
Ferris Bueller's Day Off,/Ferris-Bueller's-Day-Off.html,25,0,0,1,11,8,0,0,0,0,0,24328
Field of Dreams,/Field-of-Dreams.html,6,4,5,1,2,2,1,0,0,0,0,23822
"Fifth Element, The","/Fifth-Element,-The.html",7,5,0,1,0,1,0,1,1,0,0,25088
Fight Club,/Fight-Club.html,11,18,2,5,2,5,0,1,1,0,0,28941
"Fighter, The","/Fighter,-The.html",14,17,0,1,1,8,15,0,0,0,0,25974
Final Destination,/Final-Destination.html,5,13,0,0,2,2,1,0,0,0,0,25379
Final Destination 2,/Final-Destination-2.html,16,8,11,2,1,4,2,0,0,1,0,24024
Finding Nemo,/Finding-Nemo.html,0,0,0,0,0,0,0,0,0,0,0,13651
Five Easy Pieces,/Five-Easy-Pieces.html,12,0,9,3,1,2,0,0,0,0,0,18812
Flash Gordon,/Flash-Gordon.html,0,0,4,1,0,0,0,0,0,2,0,19149
Fletch,/Fletch.html,0,0,4,0,0,0,0,0,0,1,0,18518
Flight,/Flight.html,22,25,2,4,1,9,1,0,0,1,0,33143
"Flintstones, The","/Flintstones,-The.html",0,0,2,0,0,2,0,0,1,0,0,27667
Forrest Gump,/Forrest-Gump.html,8,0,2,6,1,7,14,0,0,0,0,26109
Four Feathers,/Four-Feathers.html,0,0,1,0,0,0,0,0,0,6,0,33678
Four Rooms,/Four-Rooms.html,13,17,1,4,2,8,1,2,5,1,0,24992
Foxcatcher,/Foxcatcher.html,4,2,0,1,0,1,0,0,0,0,0,21959
Fracture,/Fracture.html,4,0,1,2,2,1,4,0,0,2,0,23290
Frances,/Frances.html,3,2,12,5,0,2,36,0,0,3,0,27693
Frankenstein,/Frankenstein.html,1,0,6,1,0,2,0,0,0,5,0,30450
Frankenweenie,/Frankenweenie.html,0,0,0,0,0,0,0,0,0,0,0,14676
Freaked,/Freaked.html,14,2,12,0,2,5,1,0,0,1,0,22742
Freddy vs. Jason,/Freddy-vs.-Jason.html,6,3,5,33,1,7,0,2,1,3,0,26085
"French Connection, The","/French-Connection,-The.html",10,2,2,1,1,12,0,1,0,2,0,21518
Frequency,/Frequency.html,6,8,4,0,3,3,0,0,0,3,0,28522
Friday the 13th,/Friday-the-13th.html,4,1,2,0,1,0,0,0,0,0,0,17896
Fright Night,/Fright-Night.html,21,12,1,1,0,2,2,1,0,0,1,21820
Fright Night (1985),/Fright-Night-(1985).html,2,1,3,1,3,2,1,0,0,2,0,27870
From Dusk Till Dawn,/From-Dusk-Till-Dawn.html,40,29,2,8,4,13,2,42,0,9,0,23902
From Here to Eternity,/From-Here-to-Eternity.html,0,0,0,0,0,0,0,0,0,0,0,37289
Frozen,/Frozen.html,30,9,2,1,6,7,3,2,0,0,0,19010
Frozen (Disney),/Frozen-(Disney).html,0,0,0,0,0,0,0,0,0,0,0,20812
Frozen River,/Frozen-River.html,6,2,2,4,0,3,0,0,0,0,0,20185
Fruitvale Station,/Fruitvale-Station.html,40,41,1,12,0,14,0,0,0,0,0,19953
"Fugitive, The","/Fugitive,-The.html",6,0,4,1,2,1,0,0,0,0,0,26560
Funny People,/Funny-People.html,54,40,1,4,3,6,4,0,1,0,2,28357
G.I. Jane,/G.I.-Jane.html,13,6,2,1,1,10,2,0,1,0,0,23508
Game 6,/Game-6.html,1,0,0,1,0,0,0,0,0,0,0,16323
"Game, The","/Game,-The.html",31,20,6,3,1,4,0,0,0,5,0,32654
Gamer,/Gamer.html,36,13,12,5,1,13,1,1,1,0,0,25840
Gandhi,/Gandhi.html,0,0,7,0,0,0,0,0,0,3,0,50128
Gang Related,/Gang-Related.html,45,24,0,1,9,3,1,0,1,0,0,24874
Gangs of New York,/Gangs-of-New-York.html,1,0,10,2,0,0,0,0,1,2,0,39449
Garden State,/Garden-State.html,29,33,1,5,3,5,3,0,0,0,0,25510
Gattaca,/Gattaca.html,1,1,3,0,0,0,0,0,2,0,0,26558
Get Carter,/Get-Carter.html,5,0,0,4,0,0,0,0,1,7,0,15880
Get Low,/Get-Low.html,2,0,7,4,0,4,0,0,1,1,0,20908
Get on Up,/Get-on-Up.html,18,2,4,0,0,6,1,0,0,0,0,28218
Get Out,/Get-Out.html,32,19,8,2,0,3,2,0,1,0,1,19047
"Getaway, The","/Getaway,-The.html",0,0,2,0,0,3,0,0,0,1,0,25616
Ghost,/Ghost.html,4,1,8,2,1,2,0,0,0,7,0,26563
"Ghost and the Darkness, The","/Ghost-and-the-Darkness,-The.html",1,1,0,1,0,0,0,0,0,0,0,23501
Ghost Rider,/Ghost-Rider.html,9,26,0,2,0,10,2,0,0,0,0,26752
Ghost Ship,/Ghost-Ship.html,7,6,11,3,0,6,0,0,6,0,0,25592
Ghost World,/Ghost-World.html,6,20,0,5,7,0,1,1,0,0,0,23521
Ghostbusters,/Ghostbusters.html,0,0,0,0,0,0,0,0,0,0,0,6812
Ghostbusters 2,/Ghostbusters-2.html,2,0,1,0,0,0,0,0,0,0,0,23646
Ginger Snaps,/Ginger-Snaps.html,17,25,0,4,1,9,0,2,1,0,0,22470
"Girl with the Dragon Tattoo, The","/Girl-with-the-Dragon-Tattoo,-The.html",0,5,0,0,0,1,0,0,0,0,0,37926
Gladiator,/Gladiator.html,1,0,4,0,0,1,0,0,0,4,0,24397
Glengarry Glen Gross,/Glengarry-Glen-Gross.html,30,65,0,0,6,11,2,0,0,0,0,15140
Go,/Go.html,30,30,1,4,1,13,7,2,0,0,0,25578
Godfather,/Godfather.html,0,0,1,4,0,2,1,0,0,8,0,33387
Godfather Part II,/Godfather-Part-II.html,2,1,0,2,0,3,0,0,0,3,0,42006
"Godfather Part III, The","/Godfather-Part-III,-The.html",9,0,0,2,0,3,0,0,1,2,0,26216
Gods and Monsters,/Gods-and-Monsters.html,5,7,7,2,1,3,0,0,0,0,0,23483
Godzilla,/Godzilla.html,2,0,2,1,0,0,0,0,0,1,1,27251
Gone Baby Gone,/Gone-Baby-Gone.html,22,36,2,4,2,4,3,1,3,0,1,26855
Gone in 60 Seconds,/Gone-in-60-Seconds.html,33,4,11,2,4,10,0,0,1,2,0,28025
"Good Girl, The","/Good-Girl,-The.html",4,3,2,0,0,3,0,0,0,0,0,8307
Good Will Hunting,/Good-Will-Hunting.html,20,33,3,4,2,11,1,2,2,0,0,24620
Gothika,/Gothika.html,6,3,2,2,0,1,0,1,0,0,0,26233
Grabbers,/Grabbers.html,9,8,0,1,0,1,0,0,1,3,0,20085
"Graduate, The","/Graduate,-The.html",0,0,3,0,0,1,0,0,0,0,0,25317
Gran Torino,/Gran-Torino.html,13,13,5,17,2,5,0,4,0,2,0,23144
Grand Hotel,/Grand-Hotel.html,0,0,0,0,0,0,0,0,0,0,0,26282
Grand Theft Parsons,/Grand-Theft-Parsons.html,8,0,9,4,2,1,0,0,0,4,0,19961
"Grapes of Wrath, The","/Grapes-of-Wrath,-The.html",0,0,0,0,0,0,0,0,0,0,0,27436
Gravity,/Gravity.html,7,1,1,1,0,0,0,0,0,0,0,20030
"Great Gatsby, The","/Great-Gatsby,-The.html",0,0,1,1,0,0,1,0,0,0,0,24252
"Green Mile, The","/Green-Mile,-The.html",11,7,12,5,4,9,2,1,0,6,0,31262
Gremlins,/Gremlins.html,1,0,6,1,1,2,0,0,0,4,0,18784
Gremlins 2,/Gremlins-2.html,1,0,2,0,0,1,0,0,0,0,0,26096
"Grifters, The","/Grifters,-The.html",4,1,3,1,0,0,0,0,0,0,0,23240
Grosse Point Blank,/Grosse-Point-Blank.html,2,9,1,0,1,3,0,0,0,0,0,19945
Groundhog Day,/Groundhog-Day.html,1,1,0,0,1,0,0,0,0,1,0,23990
"Grudge, The","/Grudge,-The.html",0,0,1,0,0,0,0,0,0,0,0,21988
Guardians of the Galaxy Vol 2,/Guardians-of-the-Galaxy-Vol-2.html,4,0,10,1,1,4,2,0,1,0,0,27742
Hackers,/Hackers.html,21,0,1,2,1,3,0,0,0,0,0,14550
Hall Pass,/Hall-Pass.html,10,1,0,0,0,12,1,0,3,1,0,27786
Hancock,/Hancock.html,21,23,5,3,2,11,1,1,1,4,0,24094
"Hangover, The","/Hangover,-The.html",8,1,3,1,2,10,3,0,0,0,1,21451
Hanna,/Hanna.html,7,7,0,1,0,0,0,0,0,3,0,25907
Hannah and Her Sisters,/Hannah-and-Her-Sisters.html,0,1,1,0,0,1,0,0,0,0,0,40977
Hannibal,/Hannibal.html,0,2,0,2,0,0,0,0,0,0,0,31623
"Happy Birthday, Wanda June","/Happy-Birthday,-Wanda-June.html",11,5,4,7,0,4,0,0,1,3,0,20351
Happy Feet,/Happy-Feet.html,2,0,0,0,0,2,0,0,0,0,0,15251
Hard Rain,/Hard-Rain.html,13,2,5,2,0,3,0,0,0,1,0,20796
Hard to Kill,/Hard-to-Kill.html,10,8,0,1,1,6,0,0,0,0,0,23916
Harold and Kumar Go to White Castle,/Harold-and-Kumar-Go-to-White-Castle.html,62,34,1,3,41,20,2,5,6,0,0,27099
"Haunting, The","/Haunting,-The.html",3,1,3,1,0,0,0,0,0,1,0,30556
He's Just Not That Into You,/He's-Just-Not-That-Into-You.html,18,1,0,0,5,4,1,0,0,0,0,24824
Heat,/Heat.html,7,24,0,4,2,6,0,0,0,1,0,30247
Heathers,/Heathers.html,28,13,13,8,4,8,3,2,0,0,0,25483
Heavenly Creatures,/Heavenly-Creatures.html,0,0,4,0,0,0,0,0,0,0,0,27256
Heavy Metal,/Heavy-Metal.html,4,0,1,2,2,1,0,0,0,0,0,16287
"Hebrew Hammer, The","/Hebrew-Hammer,-The.html",10,2,6,2,1,9,4,0,0,0,0,21540
Heist,/Heist.html,4,7,1,1,0,2,0,0,0,0,0,27306
Hellboy,/Hellboy.html,0,0,3,0,0,1,0,0,0,0,0,22754
Hellraiser,/Hellraiser.html,8,1,10,2,0,2,0,0,0,2,0,18211
"Help, The","/Help,-The.html",7,0,5,0,1,0,0,0,0,0,0,30925
Henry Fool,/Henry-Fool.html,11,9,1,0,0,5,0,0,1,1,0,25882
Henry's Crime,/Henry's-Crime.html,10,6,1,1,0,0,1,1,0,0,0,20280
Her,/Her.html,5,20,0,1,1,2,1,2,0,0,0,19593
Hesher,/Hesher.html,23,46,0,2,2,3,2,1,7,0,0,24740
High Fidelity,/High-Fidelity.html,10,23,1,1,7,7,130,0,0,4,0,27181
Highlander,/Highlander.html,1,0,1,2,1,1,0,0,0,2,0,18602
"Hills Have Eyes, The","/Hills-Have-Eyes,-The.html",3,4,1,3,0,1,0,0,0,0,0,20293
His Girl Friday,/His-Girl-Friday.html,0,0,0,0,0,0,0,0,1,0,0,33110
Hitchcock,/Hitchcock.html,0,0,1,0,0,0,0,0,1,0,0,23521
"Hitchhiker's Guide to the Galaxy, The","/Hitchhiker's-Guide-to-the-Galaxy,-The.html",1,0,2,0,0,2,0,0,1,1,0,25473
Hollow Man,/Hollow-Man.html,18,8,2,0,2,2,0,0,0,2,0,25499
Honeydripper,/Honeydripper.html,1,0,13,0,0,6,0,0,0,0,0,21757
Horrible Bosses,/Horrible-Bosses.html,23,25,8,4,0,9,4,6,5,5,0,21710
"Horse Whisperer, The","/Horse-Whisperer,-The.html",7,0,3,0,0,1,0,0,0,0,0,39131
"Hospital, The","/Hospital,-The.html",1,1,4,5,0,5,0,0,0,0,0,29736
Hostage,/Hostage.html,20,26,1,1,7,8,1,2,0,2,0,25384
Hot Tub Time Machine,/Hot-Tub-Time-Machine.html,21,33,3,1,8,6,5,0,0,0,4,20284
Hotel Rwanda,/Hotel-Rwanda.html,2,4,0,0,1,2,0,0,1,0,0,24668
House of 1000 Corpses,/House-of-1000-Corpses.html,36,30,11,10,3,12,3,9,0,2,0,21323
How to Lose Friends & Alienate People,/How-to-Lose-Friends-&-Alienate-People.html,9,12,0,2,2,3,0,0,0,0,0,23655
How to Train Your Dragon,/How-to-Train-Your-Dragon.html,0,0,0,0,0,0,0,0,0,0,0,22675
How to Train Your Dragon 2,/How-to-Train-Your-Dragon-2.html,0,0,0,0,0,0,0,0,0,0,0,21255
Hudson Hawk,/Hudson-Hawk.html,13,5,10,3,3,2,0,0,0,5,0,24556
"Hudsucker Proxy, The","/Hudsucker-Proxy,-The.html",0,0,2,0,0,1,0,0,0,1,0,27999
Human Nature,/Human-Nature.html,7,6,2,5,0,2,3,0,0,3,0,20811
"Hunt for Red October, The","/Hunt-for-Red-October,-The.html",1,1,5,0,0,3,0,0,0,3,0,22326
"Hurt Locker, The","/Hurt-Locker,-The.html",16,15,6,1,1,0,2,0,0,3,0,23863
I Am Number Four,/I-Am-Number-Four.html,1,1,1,0,1,0,0,0,0,0,0,23692
I am Sam,/I-am-Sam.html,1,0,1,0,0,1,0,0,0,0,0,24260
I Love You Phillip Morris,/I-Love-You-Phillip-Morris.html,10,15,5,5,3,10,5,1,1,0,0,24237
I Spit on Your Grave,/I-Spit-on-Your-Grave.html,22,12,5,10,0,19,0,2,1,2,0,22410
I Still Know What You Did Last Summer,/I-Still-Know-What-You-Did-Last-Summer.html,0,0,6,0,0,0,0,0,0,0,0,21185
I'll Do Anything,/I'll-Do-Anything.html,11,8,3,2,0,0,2,0,0,2,0,25887
"I, Robot","/I,-Robot.html",4,0,1,0,3,0,0,0,0,0,0,22505
"Ice Storm, The","/Ice-Storm,-The.html",17,0,4,0,1,3,2,0,0,2,0,20613
"Ides of March, The","/Ides-of-March,-The.html",18,14,0,0,2,2,2,0,1,0,0,18182
"Imaginarium of Doctor Parnassus, The","/Imaginarium-of-Doctor-Parnassus,-The.html",1,1,3,3,0,0,0,0,0,4,0,24378
In the Bedroom,/In-the-Bedroom.html,3,2,0,3,1,1,0,1,1,2,0,24847
In the Loop,/In-the-Loop.html,24,42,0,2,0,2,3,2,5,1,0,25946
Inception,/Inception.html,1,0,2,0,2,0,0,0,0,0,0,28816
Independence Day,/Independence-Day.html,5,2,7,2,0,4,3,0,0,0,0,27373
Indiana Jones and the Last Crusade,/Indiana-Jones-and-the-Last-Crusade.html,0,0,4,0,0,0,0,0,0,0,0,25241
Indiana Jones and the Raiders of the Lost Ark,/Indiana-Jones-and-the-Raiders-of-the-Lost-Ark.html,1,0,2,1,0,0,0,0,0,0,0,28829
Indiana Jones and the Temple of Doom,/Indiana-Jones-and-the-Temple-of-Doom.html,1,0,8,0,0,2,0,0,0,0,0,33593
Indiana Jones IV,/Indiana-Jones-IV.html,0,0,3,2,0,0,1,0,0,2,0,36920
"Informant, The","/Informant,-The.html",8,4,4,0,0,0,0,0,0,0,0,35316
Inglourious Basterds,/Inglourious-Basterds.html,6,15,10,3,0,9,0,0,0,0,0,34696
"Insider, The","/Insider,-The.html",5,15,2,0,0,3,3,0,0,0,0,28245
Insidious,/Insidious.html,3,3,1,2,2,0,0,0,0,0,0,22558
Insomnia,/Insomnia.html,11,9,0,4,2,4,0,0,0,3,0,25390
Interstellar,/Interstellar.html,0,0,2,0,0,2,0,0,0,0,0,36012
Interview with the Vampire,/Interview-with-the-Vampire.html,5,0,1,0,0,0,0,0,0,1,0,22986
Into the Wild,/Into-the-Wild.html,6,1,0,0,0,4,0,0,0,1,0,31705
Into the Woods,/Into-the-Woods.html,0,0,0,0,0,0,0,0,0,0,0,24033
Intolerable Cruelty,/Intolerable-Cruelty.html,4,2,2,1,0,12,0,0,0,0,0,17596
Inventing the Abbotts,/Inventing-the-Abbotts.html,21,9,6,1,3,3,3,0,0,1,0,23851
"Invention of Lying, The","/Invention-of-Lying,-The.html",7,9,3,2,3,3,0,0,0,0,2,22746
Invictus,/Invictus.html,4,0,2,0,0,1,0,0,1,1,0,28453
"Iron Lady, The","/Iron-Lady,-The.html",0,0,2,0,0,0,0,0,0,0,0,19485
"Island, The","/Island,-The.html",2,8,1,0,1,3,0,0,0,0,0,42807
It,/It.html,20,6,3,0,1,7,6,3,1,0,0,28250
It Happened One Night,/It-Happened-One-Night.html,0,0,0,0,0,0,0,0,0,0,0,35338
It Happened One Night,/It-Happened-One-Night.html,0,0,0,0,0,0,0,0,0,0,0,35338
It's a Wonderful Life,/It's-a-Wonderful-Life.html,0,0,0,0,0,0,0,0,0,0,0,34379
It's Complicated,/It's-Complicated.html,1,0,0,1,0,3,0,0,0,0,0,21525
"Italian Job, The","/Italian-Job,-The.html",15,2,3,1,2,3,0,0,1,1,0,21472
"Jacket, The","/Jacket,-The.html",9,5,0,0,0,0,0,0,0,2,0,29345
Jackie Brown,/Jackie-Brown.html,60,42,10,7,2,49,1,0,0,0,0,33492
Jacob's Ladder,/Jacob's-Ladder.html,16,5,6,6,0,1,1,0,0,2,0,35102
Jade,/Jade.html,0,0,0,0,0,0,0,0,0,0,0,19
Jane Eyre,/Jane-Eyre.html,0,0,0,0,0,0,0,0,0,0,0,28137
Jason X,/Jason-X.html,39,7,8,9,7,18,2,0,1,1,0,22744
Jaws,/Jaws.html,1,0,7,2,0,4,0,0,0,2,0,28686
Jaws 2,/Jaws-2.html,14,0,7,4,0,6,0,0,0,4,0,25080
Jay and Silent Bob Strike Back,/Jay-and-Silent-Bob-Strike-Back.html,84,112,6,31,5,32,13,6,31,1,0,25713
Jennifer Eight,/Jennifer-Eight.html,21,18,1,2,1,8,1,0,0,13,0,36596
Jennifer's Body,/Jennifer's-Body.html,13,6,1,4,0,9,2,0,1,1,0,23733
Jerry Maguire,/Jerry-Maguire.html,8,6,3,1,1,3,3,0,0,0,0,27981
Jeux Interdits,/Jeux-Interdits.html,0,0,0,0,0,0,0,0,0,0,0,26121
JFK,/JFK.html,11,12,4,3,1,5,2,0,1,3,0,54482
Jimmy and Judy,/Jimmy-and-Judy.html,33,36,6,8,1,14,1,0,0,0,2,27122
John Q,/John-Q.html,12,0,5,4,4,8,0,0,0,1,0,25163
John Wick,/John-Wick.html,9,21,0,1,0,2,0,0,0,1,1,18903
Judge Dredd,/Judge-Dredd.html,1,3,2,3,1,9,0,0,0,0,0,24168
Juno,/Juno.html,8,1,2,1,1,7,1,0,0,1,1,18968
Jurassic Park,/Jurassic-Park.html,12,0,11,1,0,1,0,0,0,2,0,31471
Jurassic Park III,/Jurassic-Park-III.html,2,0,7,0,1,0,0,0,0,0,0,19941
Kafka,/Kafka.html,0,0,1,0,0,0,0,0,0,0,0,22346
Kalifornia,/Kalifornia.html,12,10,5,6,1,6,0,0,0,0,0,26838
Kate & Leopold,/Kate-&-Leopold.html,6,1,0,1,1,0,1,0,0,0,0,21043
Kids,/Kids.html,38,35,2,11,1,8,16,3,0,2,0,17627
"Kids Are All Right, The","/Kids-Are-All-Right,-The.html",7,12,0,1,1,13,4,1,2,0,0,16723
Kill Bill Volume 1 & 2,/Kill-Bill-Volume-1-&-2.html,18,15,6,27,1,17,1,14,0,6,0,44453
Kill Your Darlings,/Kill-Your-Darlings.html,4,7,2,2,1,0,0,0,1,2,0,17733
Killing Zoe,/Killing-Zoe.html,21,31,7,5,4,4,1,5,0,3,0,18707
King Kong,/King-Kong.html,0,0,1,0,0,0,0,0,0,0,0,30566
"King of Comedy, The","/King-of-Comedy,-The.html",0,0,0,0,0,1,0,0,0,0,0,27843
"King's Speech, The","/King's-Speech,-The.html",7,10,6,0,0,0,0,0,0,4,0,22096
"Kingdom, The","/Kingdom,-The.html",5,6,3,0,0,3,0,0,0,0,0,30955
Kiss of the Spider Woman,/Kiss-of-the-Spider-Woman.html,0,0,0,0,0,0,0,0,0,0,0,24
Klute,/Klute.html,0,0,2,3,0,1,0,0,0,2,0,25009
Knocked Up,/Knocked-Up.html,52,53,2,4,11,11,12,2,1,1,0,26765
Kramer vs Kramer,/Kramer-vs-Kramer.html,9,2,2,1,0,1,0,0,0,0,0,26849
Kundun,/Kundun.html,0,0,0,0,0,0,0,0,1,0,0,23870
Kung Fu Panda,/Kung-Fu-Panda.html,0,0,0,0,0,0,0,0,0,0,0,15396
L.A. Confidential,/L.A.-Confidential.html,11,17,1,0,0,4,10,0,0,2,0,26711
La La Land,/La-La-Land.html,5,3,2,0,1,1,1,0,0,0,0,18915
Labor of Love,/Labor-of-Love.html,10,1,5,1,1,2,0,0,0,0,0,27020
Labyrinth,/Labyrinth.html,0,0,5,0,0,0,0,0,0,0,0,20712
"Ladykillers, The","/Ladykillers,-The.html",18,15,6,7,4,19,4,0,0,1,0,24915
Lake Placid,/Lake-Placid.html,11,3,0,0,1,1,0,0,0,1,0,15744
Land of the Dead,/Land-of-the-Dead.html,9,12,3,0,0,5,2,0,1,4,0,21735
Larry Crowne,/Larry-Crowne.html,1,1,3,1,2,3,4,0,1,0,0,21128
"Last Boy Scout, The","/Last-Boy-Scout,-The.html",54,59,6,21,16,8,3,0,2,11,0,30153
Last Chance Harvey,/Last-Chance-Harvey.html,4,3,1,0,1,0,0,0,0,0,0,15852
"Last Flight, The","/Last-Flight,-The.html",0,0,0,0,0,0,0,0,0,0,0,22293
"Last of the Mohicans, The","/Last-of-the-Mohicans,-The.html",0,0,2,0,0,0,0,0,1,0,0,25661
"Last Samurai, The","/Last-Samurai,-The.html",4,1,3,1,0,2,0,0,0,0,0,29057
"Last Station, The","/Last-Station,-The.html",0,0,1,1,0,0,0,0,1,0,0,19525
Last Tango in Paris,/Last-Tango-in-Paris.html,10,8,1,0,2,16,0,0,1,2,0,18338
Law Abiding Citizen,/Law-Abiding-Citizen.html,28,25,1,5,5,10,0,0,0,0,0,27800
Le Diable par la Queue,/Le-Diable-par-la-Queue.html,0,0,0,0,0,0,0,0,0,0,0,30645
Leaving Las Vegas,/Leaving-Las-Vegas.html,3,29,1,0,2,3,0,1,0,0,0,20487
Legally Blonde,/Legally-Blonde.html,1,2,2,4,1,11,5,0,2,2,0,22713
Legend,/Legend.html,1,0,2,0,0,2,1,0,1,1,0,26406
Legion,/Legion.html,10,22,4,4,1,3,0,0,1,0,0,23093
Les Miserables,/Les-Miserables.html,1,0,0,1,0,0,0,0,0,3,0,29716
Les Tontons Flingueurs,/Les-Tontons-Flingueurs.html,0,0,0,0,0,0,0,0,0,0,0,33627
Leviathan,/Leviathan.html,17,10,4,3,1,6,0,2,0,0,0,22093
