,Movie_Title,IMDB,Film Rating,Released,Runtime,Genre,Movie_Links,shit,fuck,damn,bitch,asshole,ass,dick,pussy,cock,bastard,douche,total_words
549,Megamind,0.73,PG,05 Nov 2010,95 min,"Animation, Action, Comedy, Family, Sci-Fi",/Megamind.html,5.0,0.0,3.0,3.0,0.0,8.0,2.0,0.0,1.0,1.0,0.0,24084.0
550,Memento,0.85,R,25 May 2001,113 min,"Mystery, Thriller",/Memento.html,14.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33120.0
551,Men in Black,0.73,PG-13,02 Jul 1997,98 min,"Adventure, Comedy, Mystery, Sci-Fi",/Men-in-Black.html,9.0,0.0,10.0,1.0,0.0,4.0,1.0,0.0,0.0,3.0,0.0,25631.0
552,Men in Black 3,0.68,PG-13,25 May 2012,106 min,"Action, Adventure, Comedy, Sci-Fi",/Men-in-Black-3.html,3.0,0.0,8.0,0.0,1.0,9.0,0.0,0.0,0.0,2.0,0.0,20198.0
553,Metro,0.55,R,17 Jan 1997,117 min,"Action, Comedy, Crime, Drama, Thriller",/Metro.html,26.0,24.0,5.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,27671.0
554,Miami Vice,0.6,R,28 Jul 2006,134 min,"Action, Crime, Thriller",/Miami-Vice.html,6.0,11.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,22192.0
555,Midnight Cowboy,0.79,R,16 Jun 1969,113 min,Drama,/Midnight-Cowboy.html,1.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,7.0,0.0,23208.0
556,Midnight Express,0.76,R,06 Oct 1978,121 min,"Biography, Crime, Drama, Thriller",/Midnight-Express.html,17.0,29.0,2.0,1.0,4.0,10.0,0.0,0.0,2.0,3.0,0.0,27907.0
557,Midnight in Paris,0.77,PG-13,10 Jun 2011,94 min,"Comedy, Fantasy, Romance",/Midnight-in-Paris.html,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14999.0
558,Mighty Joe Young,0.56,PG,25 Dec 1998,114 min,"Action, Adventure, Family, Fantasy, Thriller",/Mighty-Joe-Young.html,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,28157.0
559,Milk,0.76,R,30 Jan 2009,128 min,"Biography, Drama",/Milk.html,12.0,5.0,2.0,0.0,3.0,2.0,44.0,0.0,2.0,0.0,0.0,24397.0
560,Miller's Crossing,0.78,R,05 Oct 1990,115 min,"Crime, Drama, Thriller",/Miller's-Crossing.html,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28908.0
561,Mimic,0.59,R,22 Aug 1997,105 min,"Horror, Sci-Fi",/Mimic.html,17.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21548.0
562,Mini's First Time,0.59,R,09 Aug 2007,91 min,"Comedy, Crime, Drama",/Mini's-First-Time.html,6.0,8.0,4.0,8.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,25046.0
563,Minority Report,0.77,PG-13,21 Jun 2002,145 min,"Action, Crime, Mystery, Sci-Fi, Thriller",/Minority-Report.html,5.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,28208.0
564,Mirrors,0.62,R,15 Aug 2008,110 min,"Horror, Mystery",/Mirrors.html,4.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26365.0
565,Misery,0.78,R,30 Nov 1990,107 min,"Crime, Drama, Thriller",/Misery.html,4.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22401.0
566,Mission: Impossible,0.71,PG-13,22 May 1996,110 min,"Action, Adventure, Thriller",,,,,,,,,,,,,
567,Mission: Impossible II,0.61,PG-13,24 May 2000,123 min,"Action, Adventure, Thriller",,,,,,,,,,,,,
568,Mission to Mars,0.56,PG,10 Mar 2000,114 min,"Adventure, Sci-Fi, Thriller",/Mission-to-Mars.html,2.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29577.0
569,Moneyball,0.76,PG-13,23 Sep 2011,133 min,"Biography, Drama, Sport",/Moneyball.html,7.0,7.0,0.0,1.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,32246.0
570,Monkeybone,0.47,PG-13,23 Feb 2001,93 min,"Animation, Comedy, Fantasy",/Monkeybone.html,7.0,0.0,4.0,0.0,0.0,15.0,0.0,1.0,0.0,3.0,0.0,27235.0
571,Monster's Ball,0.71,R,01 Mar 2002,111 min,"Drama, Romance",/Monster's-Ball.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
572,Monte Carlo,0.58,PG,01 Jul 2011,109 min,"Adventure, Comedy, Family, Romance",/Monte-Carlo.html,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,25531.0
573,Moon,0.79,R,10 Jul 2009,97 min,"Drama, Mystery, Sci-Fi",/Moon.html,8.0,11.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,21352.0
574,Moonrise Kingdom,0.78,PG-13,29 Jun 2012,94 min,"Adventure, Comedy, Drama, Romance",/Moonrise-Kingdom.html,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25994.0
575,Moonstruck,0.71,PG,15 Jan 1988,102 min,"Comedy, Drama, Romance",/Moonstruck.html,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21280.0
576,Mr. Blandings Builds His Dream House,0.73,APPROVED,04 Jun 1948,94 min,"Comedy, Romance",,,,,,,,,,,,,
577,Mr. Deeds Goes to Town,0.8,NOT RATED,12 Apr 1936,115 min,"Comedy, Drama, Romance",,,,,,,,,,,,,
578,Mr. Holland's Opus,0.73,PG,19 Jan 1996,143 min,"Drama, Music",/Mr.-Holland's-Opus.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
579,"Mrs. Brown, You've Got a Lovely Daughter",0.49,G,01 Jan 1968,110 min,"Comedy, Musical",,,,,,,,,,,,,
580,Mud,0.74,PG-13,10 May 2013,130 min,Drama,/Mud.html,25.0,0.0,3.0,3.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,30751.0
581,Mulan,0.76,G,19 Jun 1998,88 min,"Animation, Adventure, Family, Fantasy, Musical, War",/Mulan.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17653.0
582,Mulholland Drive,0.8,R,19 Oct 2001,147 min,"Drama, Mystery, Thriller",/Mulholland-Drive.html,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,22030.0
583,Mumford,0.69,R,24 Sep 1999,112 min,"Comedy, Drama",/Mumford.html,5.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,26971.0
584,Revenge of the Mummy: The Ride,0.75,N/A,21 May 2004,6 min,"Thriller, Action, Adventure",,,,,,,,,,,,,
585,Music of the Heart,0.68,PG,29 Oct 1999,124 min,"Drama, Music",/Music-of-the-Heart.html,4.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25713.0
586,Mute Witness,0.68,R,15 Sep 1995,95 min,"Horror, Thriller",/Mute-Witness.html,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24606.0
587,My Best Friend's Wedding,0.63,PG-13,20 Jun 1997,105 min,"Comedy, Drama, Romance",/My-Best-Friend's-Wedding.html,21.0,4.0,5.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,27760.0
588,My Girl,0.69,PG,27 Nov 1991,102 min,"Comedy, Drama, Family, Romance",/My-Girl.html,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15440.0
589,My Mother Dreams the Satan's Disciples in New York,0.73,N/A,01 Oct 1998,30 min,Short,/My-Mother-Dreams-the-Satan's-Disciples-in-New-York.html,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7140.0
590,My Week with Marilyn,0.7,R,23 Dec 2011,99 min,"Biography, Drama",/My-Week-with-Marilyn.html,2.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,30308.0
591,Mystery Men,0.61,PG-13,06 Aug 1999,121 min,"Action, Comedy, Fantasy, Sci-Fi",/Mystery-Men.html,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,23219.0
592,Nashville,0.77,TV-PG,N/A,43 min,"Drama, Music, Romance",/Nashville.html,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,18587.0
593,Natural Born Killers,0.73,R,26 Aug 1994,118 min,"Crime, Drama",/Natural-Born-Killers.html,28.0,7.0,5.0,8.0,4.0,4.0,6.0,0.0,0.0,0.0,1.0,27568.0
594,Never Been Kissed,0.6,PG-13,09 Apr 1999,107 min,"Comedy, Drama, Romance",/Never-Been-Kissed.html,3.0,0.0,3.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,25143.0
595,Tales from the Neverending Story: The Beginning,0.57,N/A,N/A,120 min,Fantasy,,,,,,,,,,,,,
596,New York Minute,0.49,PG,07 May 2004,91 min,"Comedy, Crime, Family, Romance",/New-York-Minute.html,3.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20298.0
597,Newsies,0.7,PG,10 Apr 1992,121 min,"Drama, Family, History, Musical",/Newsies.html,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26179.0
598,Next,0.62,PG-13,27 Apr 2007,96 min,"Action, Sci-Fi, Thriller",/Next.html,5.0,0.0,5.0,2.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,25707.0
599,Next Friday,0.61,R,12 Jan 2000,98 min,Comedy,/Next-Friday.html,23.0,14.0,27.0,5.0,2.0,42.0,0.0,0.0,0.0,0.0,0.0,17068.0
600,"Ni vu, ni connu",0.61,N/A,07 Nov 2011,100 min,Adventure,,,,,,,,,,,,,
601,Nick of Time,0.63,R,22 Nov 1995,90 min,"Action, Crime, Drama, Thriller",/Nick-of-Time.html,7.0,8.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,20746.0
602,Nightbreed,0.66,R,16 Feb 1990,102 min,"Action, Fantasy, Horror",/Nightbreed.html,17.0,6.0,10.0,0.0,3.0,2.0,0.0,0.0,0.0,4.0,0.0,28186.0
603,Nine,0.58,PG-13,25 Dec 2009,118 min,"Drama, Musical, Romance",/Nine.html,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,18973.0
604,Ninja Assassin,0.64,R,25 Nov 2009,99 min,"Action, Thriller",/Ninja-Assassin.html,6.0,14.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21830.0
605,Ninotchka,0.8,NOT RATED,23 Nov 1939,110 min,"Comedy, Romance",/Ninotchka.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28983.0
606,No Country for Old Men,0.81,R,21 Nov 2007,122 min,"Crime, Drama, Thriller",/No-Country-for-Old-Men.html,1.0,0.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,23018.0
607,No Strings Attached,0.62,R,21 Jan 2011,108 min,"Comedy, Romance",/No-Strings-Attached.html,10.0,20.0,0.0,5.0,1.0,4.0,10.0,1.0,2.0,0.0,0.0,21083.0
608,Notting Hill,0.71,PG-13,28 May 1999,124 min,"Comedy, Drama, Romance",/Notting-Hill.html,4.0,2.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17417.0
609,Nurse Betty,0.62,R,08 Sep 2000,110 min,"Comedy, Crime, Drama, Romance",/Nurse-Betty.html,25.0,27.0,8.0,4.0,5.0,4.0,3.0,0.0,0.0,1.0,0.0,31905.0
610,Oblivion,0.7,PG-13,19 Apr 2013,124 min,"Action, Adventure, Mystery, Sci-Fi",/Oblivion.html,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24116.0
611,Observe and Report,0.58,R,10 Apr 2009,86 min,"Comedy, Crime, Drama",/Observe-and-Report.html,46.0,42.0,2.0,9.0,1.0,19.0,5.0,2.0,1.0,0.0,1.0,24907.0
612,Obsessed,0.49,PG-13,24 Apr 2009,108 min,"Drama, Romance, Thriller",/Obsessed.html,2.0,4.0,4.0,4.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,19891.0
613,Ocean's Eleven,0.78,PG-13,07 Dec 2001,116 min,"Crime, Thriller",/Ocean's-Eleven.html,14.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30838.0
614,Ocean's Twelve,0.65,PG-13,10 Dec 2004,125 min,"Crime, Thriller",/Ocean's-Twelve.html,2.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,23821.0
615,Office Space,0.78,R,19 Feb 1999,89 min,Comedy,/Office-Space.html,22.0,3.0,2.0,3.0,3.0,13.0,0.0,4.0,0.0,1.0,0.0,12763.0
616,The Omega Man,0.66,GP,01 Aug 1971,98 min,"Action, Sci-Fi, Thriller",,,,,,,,,,,,,
617,One Flew Over the Cuckoo's Nest,0.87,R,19 Nov 1975,133 min,Drama,/One-Flew-Over-the-Cuckoo's-Nest.html,6.0,2.0,1.0,2.0,2.0,13.0,0.0,1.0,1.0,1.0,0.0,26237.0
618,Only God Forgives,0.57,R,22 May 2013,90 min,"Crime, Drama",/Only-God-Forgives.html,1.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20323.0
619,Ordinary People,0.78,R,26 Feb 1981,124 min,Drama,/Ordinary-People.html,12.0,10.0,3.0,1.0,0.0,8.0,1.0,0.0,1.0,1.0,0.0,20863.0
620,Orgy of the Dead,0.28,UNRATED,01 Jun 1965,92 min,"Fantasy, Horror",/Orgy-of-the-Dead.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6385.0
621,Orphan,0.7,R,24 Jul 2009,123 min,"Horror, Mystery, Thriller",/Orphan.html,8.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31049.0
622,Out of Sight,0.7,R,26 Jun 1998,123 min,"Crime, Drama, Romance, Thriller",/Out-of-Sight.html,39.0,19.0,2.0,0.0,4.0,10.0,11.0,3.0,0.0,1.0,0.0,31560.0
623,Pandorum,0.68,R,25 Sep 2009,108 min,"Action, Horror, Mystery, Sci-Fi, Thriller",/Pandorum.html,10.0,3.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,29029.0
624,Panic Room,0.68,R,29 Mar 2002,112 min,"Crime, Drama, Thriller",/Panic-Room.html,11.0,21.0,6.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,23523.0
625,Papadopoulos & Sons,0.61,NOT RATED,05 Apr 2013,105 min,"Comedy, Drama",/Papadopoulos-&-Sons.html,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14959.0
626,ParaNorman,0.7,PG,17 Aug 2012,92 min,"Animation, Adventure, Comedy, Family, Fantasy",/ParaNorman.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23714.0
627,Pariah,0.72,R,20 Jan 2011,86 min,Drama,/Pariah.html,13.0,6.0,10.0,0.0,0.0,8.0,1.0,4.0,0.0,0.0,0.0,20473.0
628,Paul,0.7,R,18 Mar 2011,104 min,"Adventure, Comedy, Sci-Fi",/Paul.html,18.0,8.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,22578.0
629,Pearl Harbor,0.61,PG-13,25 May 2001,183 min,"Action, Drama, History, Romance, War",/Pearl-Harbor.html,23.0,5.0,0.0,6.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,34020.0
630,Peeping Tom,0.77,NOT RATED,15 May 1962,101 min,"Crime, Drama, Horror, Thriller",/Peeping-Tom.html,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27819.0
631,Peggy Sue Got Married,0.63,PG-13,10 Oct 1986,103 min,"Comedy, Drama, Fantasy, Romance",/Peggy-Sue-Got-Married.html,2.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,24695.0
632,Perfect Creature,0.55,R,18 Oct 2007,90 min,"Action, Drama, Fantasy",/Perfect-Creature.html,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24579.0
633,Pet Sematary,0.66,R,21 Apr 1989,103 min,"Horror, Thriller",/Pet-Sematary.html,10.0,1.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,31425.0
634,Pet Sematary II,0.48,R,28 Aug 1992,100 min,"Fantasy, Horror",/Pet-Sematary-II.html,10.0,4.0,5.0,0.0,0.0,10.0,0.0,2.0,0.0,2.0,0.0,23875.0
635,Petulia,0.73,R,10 Jun 1968,105 min,"Drama, Romance",/Petulia.html,0.0,0.0,7.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,22335.0
636,Philadelphia,0.77,PG-13,14 Jan 1994,125 min,Drama,/Philadelphia.html,11.0,6.0,1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,23587.0
637,Phone Booth,0.71,R,04 Apr 2003,81 min,"Crime, Thriller",/Phone-Booth.html,16.0,13.0,7.0,2.0,3.0,7.0,0.0,0.0,0.0,4.0,0.0,18004.0
638,Pi,0.74,R,10 Jul 1998,84 min,"Drama, Horror, Mystery, Sci-Fi, Thriller",/Pi.html,3.0,3.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,15413.0
639,Piano: The Melody of a Young Girl's Heart,0.66,N/A,01 Jan 2002,24 min,"Animation, Romance",,,,,,,,,,,,,
640,Pineapple Express,0.7,R,06 Aug 2008,111 min,"Action, Comedy, Crime",/Pineapple-Express.html,61.0,94.0,1.0,5.0,5.0,5.0,3.0,0.0,2.0,2.0,2.0,23015.0
641,Pirates of the Caribbean: The Curse of the Black Pearl,0.8,PG-13,09 Jul 2003,143 min,"Action, Adventure, Fantasy",,,,,,,,,,,,,
642,Pitch Black,0.71,R,18 Feb 2000,109 min,"Horror, Sci-Fi",/Pitch-Black.html,7.0,8.0,0.0,0.0,2.0,9.0,0.0,0.0,1.0,0.0,0.0,20176.0
643,Platinum Blonde,0.69,PASSED,31 Oct 1931,89 min,"Comedy, Romance",/Platinum-Blonde.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25152.0
644,Platoon,0.81,R,06 Feb 1987,120 min,"Drama, War",/Platoon.html,99.0,37.0,1.0,7.0,6.0,34.0,6.0,8.0,0.0,2.0,0.0,29845.0
645,Pleasantville,0.75,PG-13,23 Oct 1998,124 min,"Comedy, Drama, Fantasy",/Pleasantville.html,1.0,0.0,1.0,1.0,0.0,0.0,104.0,0.0,0.0,1.0,0.0,32979.0
646,Point Break,0.72,R,12 Jul 1991,122 min,"Action, Crime, Thriller",/Point-Break.html,28.0,20.0,4.0,5.0,5.0,9.0,6.0,1.0,0.0,1.0,0.0,30103.0
647,"Poetry, Passion, the Postman: The Poetic Return of Pablo Neruda",0.69,N/A,N/A,29 min,Documentary,,,,,,,,,,,,,
648,The Power of One: The Pokemon 2000 Movie Special,0.81,N/A,16 Jul 2000,30 min,N/A,,,,,,,,,,,,,
649,Precious,0.73,R,20 Nov 2009,110 min,Drama,/Precious.html,13.0,5.0,6.0,20.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,23726.0
650,Predator,0.78,R,12 Jun 1987,107 min,"Action, Adventure, Sci-Fi, Thriller",/Predator.html,9.0,1.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,25166.0
651,Pretty Woman,0.7,R,23 Mar 1990,119 min,"Comedy, Romance",/Pretty-Woman.html,10.0,1.0,1.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,22611.0
652,Pride and Prejudice,0.89,TV-PG,14 Jan 1996,327 min,"Drama, Romance",/Pride-and-Prejudice.html,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25647.0
653,Priest,0.57,PG-13,13 May 2011,87 min,"Action, Adventure, Horror, Sci-Fi",/Priest.html,6.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25012.0
654,Prom Night,0.39,PG-13,11 Apr 2008,88 min,"Horror, Mystery",/Prom-Night.html,0.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15926.0
655,Prometheus,0.7,R,08 Jun 2012,124 min,"Adventure, Mystery, Sci-Fi",/Prometheus.html,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25523.0
656,Psycho,0.85,R,08 Sep 1960,109 min,"Horror, Mystery, Thriller",/Psycho.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29736.0
657,Public Enemies,0.7,R,01 Jul 2009,140 min,"Biography, Crime, Drama, History, Romance",/Public-Enemies.html,2.0,1.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,27213.0
658,Pulp Fiction,0.89,R,14 Oct 1994,154 min,"Crime, Drama",/Pulp-Fiction.html,69.0,34.0,4.0,13.0,2.0,38.0,0.0,0.0,0.0,1.0,0.0,28976.0
659,Punch-Drunk Love,0.73,R,01 Nov 2002,95 min,"Comedy, Drama, Romance, Thriller",/Punch-Drunk-Love.html,6.0,17.0,4.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,16532.0
660,Purple Rain,0.65,R,27 Jul 1984,111 min,"Drama, Music, Musical, Romance",/Purple-Rain.html,10.0,8.0,3.0,1.0,2.0,6.0,2.0,0.0,0.0,2.0,0.0,23203.0
661,Quantum Project,0.59,N/A,05 May 2000,40 min,"Short, Adventure, Drama",/Quantum-Project.html,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6039.0
662,Queen of the Damned,0.53,R,22 Feb 2002,101 min,"Drama, Fantasy, Horror",/Queen-of-the-Damned.html,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28559.0
663,Prom Queen: The Marc Hall Story,0.67,N/A,01 Jun 2004,92 min,"Comedy, Drama",,,,,,,,,,,,,
664,Rachel Getting Married,0.67,R,07 Nov 2008,113 min,"Drama, Romance",/Rachel-Getting-Married.html,7.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,19011.0
665,Raging Bull,0.82,R,19 Dec 1980,129 min,"Biography, Drama, Sport",/Raging-Bull.html,4.0,19.0,0.0,1.0,1.0,9.0,0.0,0.0,3.0,0.0,0.0,23211.0
666,Raising Arizona,0.74,PG-13,17 Apr 1987,94 min,"Comedy, Crime",/Raising-Arizona.html,11.0,0.0,13.0,6.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,25889.0
667,Rambling Rose,0.67,R,20 Sep 1991,112 min,Drama,/Rambling-Rose.html,3.0,0.0,12.0,11.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,34589.0
668,Real Genius,0.7,PG,07 Aug 1985,108 min,"Comedy, Romance, Sci-Fi",/Real-Genius.html,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,22798.0
669,Rear Window,0.85,PG,01 Sep 1954,112 min,"Mystery, Thriller",/Rear-Window.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37778.0
670,Rebel Without a Cause,0.78,PG-13,29 Oct 1955,111 min,Drama,,,,,,,,,,,,,
671,Red Planet,0.57,PG-13,10 Nov 2000,106 min,"Action, Sci-Fi, Thriller",/Red-Planet.html,4.0,12.0,17.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,23319.0
672,Red Riding Hood,0.55,PG-13,11 Mar 2011,100 min,"Fantasy, Horror, Mystery, Romance, Thriller",/Red-Riding-Hood.html,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,28439.0
673,Reindeer Games,0.57,R,25 Feb 2000,104 min,"Action, Adventure, Crime, Drama, Thriller",/Reindeer-Games.html,14.0,19.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,27011.0
674,Remember Me,0.71,PG-13,12 Mar 2010,113 min,"Drama, Romance",/Remember-Me.html,7.0,2.0,2.0,1.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,20722.0
675,Repo Man,0.69,R,02 Mar 1984,92 min,"Comedy, Crime, Sci-Fi, Thriller",/Repo-Man.html,28.0,21.0,17.0,0.0,7.0,2.0,0.0,2.0,0.0,1.0,1.0,12908.0
676,Reservoir Dogs,0.83,R,02 Sep 1992,99 min,"Crime, Drama, Thriller",/Reservoir-Dogs.html,55.0,62.0,1.0,9.0,7.0,20.0,20.0,5.0,0.0,8.0,0.0,20443.0
677,Resident Evil,0.67,R,15 Mar 2002,100 min,"Action, Horror, Sci-Fi",/Resident-Evil.html,30.0,6.0,6.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,24091.0
678,Revolutionary Road,0.73,R,23 Jan 2009,119 min,"Drama, Romance",/Revolutionary-Road.html,1.0,5.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,17846.0
679,Ringu,0.73,NOT RATED,31 Jan 1998,96 min,"Horror, Mystery",/Ringu.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16823.0
680,Rise of the Guardians,0.73,PG,21 Nov 2012,97 min,"Animation, Adventure, Family, Fantasy, Thriller",/Rise-of-the-Guardians.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28717.0
681,Rise of the Planet of the Apes,0.76,PG-13,05 Aug 2011,105 min,"Action, Drama, Sci-Fi, Thriller",/Rise-of-the-Planet-of-the-Apes.html,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,23142.0
682,RKO 281,0.71,R,20 Nov 1999,86 min,"Biography, Drama",/RKO-281.html,9.0,16.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,23968.0
683,Revelation Road: The Beginning of the End,0.5,NOT RATED,01 Mar 2013,88 min,Action,,,,,,,,,,,,,
684,Rock the Kasbah,0.55,R,23 Oct 2015,106 min,"Comedy, Music, War",,,,,,,,,,,,,
685,RocknRolla,0.73,R,31 Oct 2008,114 min,"Action, Crime, Thriller",/RocknRolla.html,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,25114.0
686,Rocky,0.81,PG,03 Dec 1976,120 min,"Drama, Sport",/Rocky.html,0.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,22955.0
687,Romeo,0.71,N/A,13 Apr 1990,94 min,Drama,,,,,,,,,,,,,
688,Ronin,0.73,R,25 Sep 1998,122 min,"Action, Adventure, Crime, Thriller",/Ronin.html,9.0,13.0,1.0,5.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,28386.0
689,Room,0.82,R,22 Jan 2016,118 min,"Drama, Thriller",/Room.html,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23547.0
690,My Roommate the,0.85,N/A,01 Mar 2010,8 min,Comedy,,,,,,,,,,,,,
