,Unnamed: 0,Movie_Title,IMDB,Film Rating,Released,Runtime,Genre,Movie_Links,shit,fuck,damn,bitch,asshole,ass,dick,pussy,cock,bastard,douche,total_words,total_bad_words,Runtime_minutes,bad_word_frequency,Year
135,135,Blood and Wine,0.6,R,21 Feb 1997,101 min,"Crime, Drama, Thriller",/Blood-and-Wine.html,6.0,6.0,2.0,0.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,23025.0,22.0,101.0,4.59,1997
136,136,Blow,0.76,R,06 Apr 2001,124 min,"Biography, Crime, Drama",/Blow.html,20.0,27.0,2.0,2.0,0.0,6.0,1.0,3.0,0.0,0.0,0.0,23498.0,61.0,124.0,2.03,2001
137,137,Blue Valentine,0.74,R,28 Jan 2011,112 min,"Drama, Romance",/Blue-Valentine.html,11.0,6.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,22582.0,24.0,112.0,4.67,2011
138,138,Blue Velvet,0.78,R,23 Oct 1986,120 min,"Drama, Mystery, Thriller",/Blue-Velvet.html,12.0,20.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,27359.0,41.0,120.0,2.93,1986
139,139,"Bodies, Rest & Motion",0.56,R,09 Apr 1993,95 min,Drama,"/Bodies,-Rest-&-Motion.html",19.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,16165.0,28.0,95.0,3.39,1993
140,140,Body Heat,0.74,R,28 Aug 1981,113 min,"Crime, Drama, Romance, Thriller",/Body-Heat.html,6.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,30886.0,16.0,113.0,7.06,1981
141,141,Body of Evidence,0.44,R,15 Jan 1993,99 min,"Drama, Thriller",/Body-of-Evidence.html,1.0,3.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,21615.0,13.0,99.0,7.62,1993
142,142,Bodyguard,0.82,float(0),26 Aug 2018,60 min,"Crime, Drama, Thriller",/Bodyguard.html,4.0,13.0,1.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,35372.0,27.0,60.0,2.22,2018
143,143,Bones,0.79,TV-14,13 Sep 2005,40 min,"Comedy, Crime, Drama, Mystery, Romance",/Bones.html,26.0,11.0,16.0,6.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,29132.0,68.0,40.0,0.59,2005
144,144,The Bonfire of the Vanities,0.55,R,21 Dec 1990,125 min,"Comedy, Drama, Romance",float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),1.0,125.0,125.0,1990
145,145,Bonnie and Clyde,0.79,R,01 Sep 1967,111 min,"Action, Biography, Crime, Drama",/Bonnie-and-Clyde.html,0.0,1.0,18.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,30502.0,23.0,111.0,4.83,1967
146,146,Boogie Nights,0.79,R,31 Oct 1997,155 min,Drama,/Boogie-Nights.html,27.0,69.0,2.0,4.0,3.0,17.0,15.0,8.0,27.0,1.0,0.0,29904.0,173.0,155.0,0.9,1997
147,147,Bottle Rocket,0.7,R,21 Feb 1996,91 min,"Comedy, Crime, Drama",/Bottle-Rocket.html,21.0,21.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20796.0,48.0,91.0,1.9,1996
148,148,Bound,0.74,R,04 Oct 1996,109 min,"Crime, Romance, Thriller",/Bound.html,24.0,44.0,0.0,6.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,19404.0,82.0,109.0,1.33,1996
149,149,The Bourne Ultimatum: The Evolution of Nicky,0.78,float(0),11 Dec 2007,10 min,"Short, Action",float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),1.0,10.0,10.0,2007
150,150,"Fractured Fairy Tales: The Phox, the Box, & the Lox",0.69,G,27 Aug 1999,6 min,"Family, Animation, Comedy",float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),1.0,6.0,6.0,1999
151,151,Boyhood,0.79,R,15 Aug 2014,165 min,Drama,/Boyhood.html,18.0,15.0,2.0,7.0,3.0,8.0,1.0,2.0,1.0,0.0,0.0,31186.0,57.0,165.0,2.89,2014
152,152,Braveheart,0.84,R,24 May 1995,178 min,"Biography, Drama, History, War",/Braveheart.html,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,27714.0,6.0,178.0,29.67,1995
153,153,Brazil,0.8,R,18 Dec 1985,132 min,"Drama, Sci-Fi",/Brazil.html,7.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,34631.0,17.0,132.0,7.76,1985
154,154,Break,0.4,NOT RATED,01 Jun 2008,83 min,"Action, Crime, Drama",/Break.html,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26818.0,4.0,83.0,20.75,2008
155,155,Breakdown,0.69,R,02 May 1997,93 min,"Action, Crime, Drama, Mystery, Thriller",/Breakdown.html,9.0,12.0,3.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,23420.0,33.0,93.0,2.82,1997
156,156,Breaking Away,0.77,PG,20 Jul 1979,101 min,"Comedy, Drama, Romance, Sport",/Breaking-Away.html,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,23702.0,14.0,101.0,7.21,1979
157,157,Brick,0.74,R,14 Apr 2006,110 min,"Action, Crime, Drama, Mystery, Thriller",/Brick.html,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22231.0,2.0,110.0,55.0,2006
158,158,Bridesmaids,0.68,R,13 May 2011,125 min,"Comedy, Romance",/Bridesmaids.html,19.0,2.0,1.0,3.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,25823.0,33.0,125.0,3.79,2011
159,159,Bringing Out the Dead,0.68,R,22 Oct 1999,121 min,"Drama, Thriller",/Bringing-Out-the-Dead.html,10.0,3.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,19232.0,21.0,121.0,5.76,1999
160,160,Broadcast News,0.72,R,25 Dec 1987,133 min,"Comedy, Drama, Romance",/Broadcast-News.html,7.0,3.0,6.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,29197.0,23.0,133.0,5.78,1987
161,161,Broken Arrow,0.6,R,09 Feb 1996,108 min,"Action, Adventure, Thriller",/Broken-Arrow.html,6.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,19085.0,16.0,108.0,6.75,1996
162,162,Broken Embraces,0.72,R,15 Jan 2010,127 min,"Drama, Romance, Thriller",/Broken-Embraces.html,2.0,6.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,40037.0,17.0,127.0,7.47,2010
163,163,Bruce Almighty,0.67,PG-13,23 May 2003,101 min,"Comedy, Drama, Fantasy",/Bruce-Almighty.html,1.0,0.0,5.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,23221.0,16.0,101.0,6.31,2003
164,164,Buffy the Vampire Slayer,0.82,TV-14,10 Mar 1997,44 min,"Action, Drama, Fantasy, Romance",/Buffy-the-Vampire-Slayer.html,4.0,1.0,1.0,4.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,23643.0,15.0,44.0,2.93,1997
165,165,Bull Durham,0.71,R,15 Jun 1988,108 min,"Comedy, Romance, Sport",/Bull-Durham.html,22.0,14.0,29.0,4.0,1.0,16.0,3.0,4.0,2.0,0.0,0.0,24271.0,95.0,108.0,1.14,1988
166,166,Buried,0.7,R,15 Oct 2010,95 min,"Drama, Mystery, Thriller",/Buried.html,7.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18586.0,15.0,95.0,6.33,2010
167,167,Burlesque,0.64,PG-13,24 Nov 2010,119 min,"Drama, Music, Musical, Romance",/Burlesque.html,17.0,0.0,21.0,7.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,27723.0,66.0,119.0,1.8,2010
168,168,Burn After Reading,0.7,R,12 Sep 2008,96 min,"Comedy, Crime, Drama, Thriller",/Burn-After-Reading.html,20.0,27.0,1.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,21363.0,62.0,96.0,1.55,2008
169,169,Burning Annie,0.56,float(0),08 Mar 2003,95 min,"Comedy, Drama, Romance",/Burning-Annie.html,28.0,4.0,2.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,21433.0,43.0,95.0,2.21,2003
170,170,Butterfly Effect: The Creative Process,0.62,float(0),06 Jul 2004,float(0),"Documentary, Short",float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),1.0,1.0,1.0,2004
171,171,The Cable Guy,0.61,PG-13,14 Jun 1996,96 min,"Comedy, Drama, Thriller",float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),1.0,96.0,96.0,1996
172,172,Candle to Water,0.46,float(0),01 Nov 2012,110 min,Drama,/Candle-to-Water.html,14.0,39.0,2.0,12.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,19749.0,70.0,110.0,1.57,2012
173,173,Capote,0.74,R,03 Feb 2006,114 min,"Biography, Crime, Drama, History",/Capote.html,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,21051.0,37.0,114.0,3.08,2006
174,174,Carrie,0.74,R,16 Nov 1976,98 min,Horror,/Carrie.html,11.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,23006.0,16.0,98.0,6.12,1976
175,175,Cars 2,0.62,G,24 Jun 2011,106 min,"Animation, Adventure, Comedy, Family, Sport",/Cars-2.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25013.0,0.0,106.0,inf,2011
176,176,Case 39,0.62,R,01 Oct 2010,109 min,"Horror, Mystery, Thriller",/Case-39.html,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24553.0,6.0,109.0,18.17,2010
177,177,Casino,0.82,R,22 Nov 1995,178 min,"Crime, Drama",/Casino.html,37.0,111.0,6.0,8.0,3.0,14.0,1.0,0.0,0.0,2.0,0.0,53918.0,182.0,178.0,0.98,1995
178,178,Cast Away,0.78,PG-13,22 Dec 2000,143 min,"Adventure, Drama, Romance",/Cast-Away.html,14.0,5.0,24.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,27423.0,48.0,143.0,2.98,2000
179,179,Catch Me If You Can,0.81,PG-13,25 Dec 2002,141 min,"Biography, Crime, Drama",/Catch-Me-If-You-Can.html,9.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29088.0,19.0,141.0,7.42,2002
180,180,Cecil B. DeMented,0.62,R,01 Sep 2000,87 min,"Comedy, Crime, Thriller",float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),1.0,87.0,87.0,2000
181,181,Cedar Rapids,0.63,R,18 Mar 2011,87 min,Comedy,/Cedar-Rapids.html,32.0,24.0,1.0,0.0,3.0,8.0,3.0,3.0,0.0,0.0,0.0,25949.0,74.0,87.0,1.18,2011
182,182,Celeste,0.69,float(0),11 Mar 1991,60 min,"Drama, Mystery, Romance",float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),1.0,60.0,60.0,1991
183,183,WWE: Hell in a Cell - The Greatest Hell in a Cell Matches of All Time,0.8,float(0),14 Oct 2008,float(0),"Action, Sport",float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),1.0,1.0,1.0,2008
184,184,Cellular,0.65,PG-13,10 Sep 2004,94 min,"Action, Crime, Thriller",/Cellular.html,28.0,2.0,13.0,7.0,9.0,17.0,0.0,1.0,0.0,4.0,0.0,26456.0,81.0,94.0,1.16,2004
185,185,Changeling,0.77,R,31 Oct 2008,141 min,"Biography, Crime, Drama, History, Mystery, Thriller",/Changeling.html,3.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,34053.0,13.0,141.0,10.85,2008
186,186,Chaos,0.65,R,15 Dec 2005,106 min,"Action, Crime, Drama, Thriller",/Chaos.html,21.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,21409.0,35.0,106.0,3.03,2005
187,187,Charade,0.8,NOT RATED,05 Dec 1963,113 min,"Comedy, Mystery, Romance, Thriller",/Charade.html,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31141.0,1.0,113.0,113.0,1963
188,188,Charlie's Angels,0.55,PG-13,03 Nov 2000,98 min,"Action, Adventure, Comedy, Crime, Thriller",/Charlie's-Angels.html,8.0,2.0,7.0,5.0,3.0,6.0,0.0,0.0,0.0,1.0,0.0,23927.0,32.0,98.0,3.06,2000
189,189,Chasing Amy,0.73,R,18 Apr 1997,113 min,"Comedy, Drama, Romance",/Chasing-Amy.html,51.0,43.0,2.0,22.0,5.0,11.0,13.0,3.0,6.0,1.0,0.0,24636.0,157.0,113.0,0.72,1997
190,190,Chasing Sleep,0.64,R,16 May 2001,104 min,"Horror, Mystery, Thriller",/Chasing-Sleep.html,4.0,5.0,7.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,19546.0,25.0,104.0,4.16,2001
191,191,Cherry Falls,0.51,R,25 Aug 2000,92 min,"Horror, Mystery, Thriller",/Cherry-Falls.html,8.0,17.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,20299.0,34.0,92.0,2.71,2000
192,192,Chinatown,0.82,R,20 Jun 1974,130 min,"Drama, Mystery, Thriller",/Chinatown.html,2.0,1.0,2.0,8.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,26058.0,19.0,130.0,6.84,1974
193,193,Christ Complex,0.65,NOT RATED,06 Oct 2012,76 min,"Comedy, Fantasy",/Christ-Complex.html,1.0,11.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,12871.0,17.0,76.0,4.47,2012
194,194,Chronicle,0.71,PG-13,03 Feb 2012,84 min,"Drama, Sci-Fi, Thriller",/Chronicle.html,43.0,34.0,2.0,4.0,9.0,4.0,1.0,0.0,0.0,0.0,0.0,19549.0,97.0,84.0,0.87,2012
196,196,Cinema Paradiso,0.85,R,23 Feb 1990,155 min,Drama,/Cinema-Paradiso.html,1.0,6.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,33848.0,23.0,155.0,6.74,1990
197,197,Citizen Kane,0.84,PG,05 Sep 1941,119 min,"Drama, Mystery",/Citizen-Kane.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35392.0,0.0,119.0,inf,1941
198,198,City of Joy,0.64,PG-13,17 Apr 1992,132 min,Drama,/City-of-Joy.html,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,30804.0,4.0,132.0,33.0,1992
199,199,Clash of the Titans,0.58,PG-13,02 Apr 2010,106 min,"Action, Adventure, Fantasy",/Clash-of-the-Titans.html,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24014.0,3.0,106.0,35.33,2010
200,200,Clerks,0.78,R,09 Nov 1994,92 min,Comedy,/Clerks.html,36.0,34.0,7.0,6.0,7.0,10.0,10.0,4.0,10.0,0.0,0.0,24770.0,124.0,92.0,0.74,1994
201,201,Cliffhanger,0.64,R,28 May 1993,113 min,"Action, Adventure, Thriller",/Cliffhanger.html,5.0,12.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,31844.0,25.0,113.0,4.52,1993
202,202,Clueless,0.68,PG-13,19 Jul 1995,97 min,"Comedy, Romance",/Clueless.html,10.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,13439.0,15.0,97.0,6.47,1995
203,203,Cobb,0.65,R,02 Dec 1994,128 min,"Biography, Drama, Sport",/Cobb.html,15.0,22.0,37.0,8.0,1.0,15.0,2.0,0.0,0.0,8.0,0.0,28165.0,108.0,128.0,1.19,1994
204,204,Coco,0.84,PG,22 Nov 2017,105 min,"Animation, Adventure, Comedy, Family, Fantasy, Music, Mystery",/Coco.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23336.0,0.0,105.0,inf,2017
205,205,Code of Silence,0.6,R,03 May 1985,101 min,"Action, Crime, Drama, Thriller",/Code-of-Silence.html,14.0,9.0,2.0,0.0,4.0,9.0,0.0,0.0,0.0,1.0,0.0,18275.0,39.0,101.0,2.59,1985
206,206,Cold Mountain,0.72,R,25 Dec 2003,154 min,"Adventure, Drama, History, Romance, War",/Cold-Mountain.html,6.0,0.0,8.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,30702.0,24.0,154.0,6.42,2003
207,207,Collateral Damage,0.55,R,08 Feb 2002,108 min,"Action, Drama, Thriller",/Collateral-Damage.html,12.0,3.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,29986.0,27.0,108.0,4.0,2002
208,208,Colombiana,0.64,PG-13,26 Aug 2011,108 min,"Action, Drama, Thriller",/Colombiana.html,6.0,11.0,0.0,8.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,26024.0,33.0,108.0,3.27,2011
209,209,Color of Night,0.51,R,19 Aug 1994,121 min,"Mystery, Romance, Thriller",/Color-of-Night.html,19.0,21.0,3.0,6.0,5.0,2.0,3.0,0.0,2.0,3.0,0.0,28988.0,64.0,121.0,1.89,1994
210,210,Commando,0.67,R,04 Oct 1985,90 min,"Action, Adventure, Thriller",/Commando.html,6.0,7.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,17305.0,18.0,90.0,5.0,1985
211,211,Conan the Barbarian,0.69,R,14 May 1982,129 min,"Adventure, Fantasy",/Conan-the-Barbarian.html,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23744.0,3.0,129.0,43.0,1982
212,212,Confessions of a Dangerous Mind,0.71,R,24 Jan 2003,113 min,"Biography, Comedy, Crime, Drama, Romance, Thriller",/Confessions-of-a-Dangerous-Mind.html,9.0,35.0,4.0,2.0,7.0,7.0,15.0,3.0,1.0,0.0,0.0,24953.0,83.0,113.0,1.36,2003
213,213,Confidence,0.67,R,25 Apr 2003,97 min,"Crime, Thriller",/Confidence.html,26.0,12.0,0.0,2.0,7.0,8.0,4.0,1.0,0.0,1.0,0.0,25206.0,61.0,97.0,1.59,2003
214,214,Constantine,0.7,R,18 Feb 2005,121 min,"Action, Fantasy, Horror, Mystery",/Constantine.html,17.0,0.0,5.0,2.0,2.0,5.0,0.0,0.0,0.0,2.0,0.0,24834.0,33.0,121.0,3.67,2005
215,215,Copycat,0.66,R,27 Oct 1995,123 min,"Drama, Mystery, Thriller",/Copycat.html,6.0,10.0,9.0,11.0,2.0,6.0,0.0,1.0,0.0,6.0,0.0,31558.0,51.0,123.0,2.41,1995
216,216,Coraline,0.77,PG,06 Feb 2009,100 min,"Animation, Drama, Fantasy, Thriller",/Coraline.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24952.0,0.0,100.0,inf,2009
217,217,Coriolanus,0.61,R,20 Jan 2012,123 min,"Drama, Thriller, War",/Coriolanus.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21087.0,0.0,123.0,inf,2012
218,218,Courage Under Fire,0.66,R,12 Jul 1996,116 min,"Action, Drama, Mystery, Thriller, War",/Courage-Under-Fire.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,116.0,inf,1996
219,219,Cowboys,0.72,float(0),10 Oct 2013,107 min,"Comedy, Drama",float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),1.0,107.0,107.0,2013
220,220,Cradle 2 the Grave,0.58,R,28 Feb 2003,101 min,"Action, Crime, Drama, Thriller",/Cradle-2-the-Grave.html,20.0,10.0,0.0,5.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,18953.0,43.0,101.0,2.35,2003
221,221,Crank,0.7,R,01 Sep 2006,88 min,"Action, Crime, Thriller",/Crank.html,40.0,8.0,4.0,15.0,8.0,16.0,1.0,0.0,0.0,2.0,0.0,22657.0,94.0,88.0,0.94,2006
222,222,Crash,0.78,R,06 May 2005,112 min,"Crime, Drama, Thriller",/Crash.html,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17357.0,4.0,112.0,28.0,2005
223,223,"Crazy, Stupid, Love.",0.74,PG-13,29 Jul 2011,118 min,"Comedy, Drama, Romance",float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),1.0,118.0,118.0,2011
225,225,Creation,0.67,PG-13,25 Sep 2009,108 min,"Biography, Drama, Romance",/Creation.html,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19578.0,7.0,108.0,15.43,2009
226,226,Crime Spree,0.66,R,16 Apr 2003,105 min,"Action, Comedy, Crime",/Crime-Spree.html,11.0,10.0,2.0,1.0,1.0,8.0,2.0,0.0,0.0,1.0,0.0,25250.0,36.0,105.0,2.92,2003
227,227,"Crouching Tiger, Hidden Dragon",0.79,PG-13,12 Jan 2001,120 min,"Action, Adventure, Fantasy, Romance","/Crouching-Tiger,-Hidden-Dragon.html",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11938.0,0.0,120.0,inf,2001
228,228,Croupier,0.72,NOT RATED,28 Jul 2000,94 min,"Crime, Drama",/Croupier.html,10.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19421.0,22.0,94.0,4.27,2000
229,229,The Very Best of Sheryl Crow: The Videos,0.71,float(0),30 Mar 2004,55 min,Music,float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),1.0,55.0,55.0,2004
230,230,Cruel Intentions,0.68,R,05 Mar 1999,97 min,"Drama, Romance",/Cruel-Intentions.html,16.0,12.0,0.0,5.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,18476.0,48.0,97.0,2.02,1999
231,231,The Crying Game,0.73,R,19 Feb 1993,112 min,"Crime, Drama, Romance, Thriller",float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),float(0),1.0,112.0,112.0,1993
232,232,Cube,0.73,R,11 Jul 1998,90 min,"Drama, Mystery, Sci-Fi, Thriller",/Cube.html,1.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8866.0,10.0,90.0,9.0,1998
233,233,Custody,0.76,float(0),07 Feb 2018,93 min,Drama,/Custody.html,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,15628.0,6.0,93.0,15.5,2018
234,234,Dallas Buyers Club,0.8,R,22 Nov 2013,117 min,"Biography, Drama",/Dallas-Buyers-Club.html,31.0,27.0,5.0,3.0,1.0,10.0,1.0,4.0,2.0,0.0,0.0,22128.0,84.0,117.0,1.39,2013
235,235,Dances with Wolves,0.8,PG-13,21 Nov 1990,181 min,"Adventure, Drama, Western",/Dances-with-Wolves.html,0.0,0.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,37121.0,10.0,181.0,18.1,1990
236,236,Dark City,0.77,R,27 Feb 1998,100 min,"Mystery, Sci-Fi, Thriller",/Dark-City.html,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27401.0,11.0,100.0,9.09,1998
237,237,Dark Star,0.64,G,09 Feb 1979,83 min,"Comedy, Sci-Fi",/Dark-Star.html,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6914.0,4.0,83.0,20.75,1979
238,238,Darkman,0.64,R,24 Aug 1990,96 min,"Action, Crime, Sci-Fi, Thriller",/Darkman.html,2.0,3.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,27215.0,16.0,96.0,6.0,1990
239,239,Date Night,0.63,PG-13,09 Apr 2010,88 min,"Comedy, Crime, Romance, Thriller",/Date-Night.html,9.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21886.0,16.0,88.0,5.5,2010
240,240,Dawn of the Dead,0.73,R,19 Mar 2004,101 min,"Action, Horror, Thriller",/Dawn-of-the-Dead.html,13.0,0.0,9.0,2.0,0.0,7.0,1.0,0.0,0.0,3.0,0.0,41562.0,35.0,101.0,2.89,2004
241,241,Day of the Dead,0.72,NOT RATED,19 Jul 1985,96 min,"Horror, Thriller",/Day-of-the-Dead.html,14.0,4.0,7.0,0.0,0.0,13.0,0.0,0.0,0.0,2.0,0.0,28403.0,40.0,96.0,2.4,1985
242,242,Days of Heaven,0.79,PG,06 Oct 1978,94 min,"Drama, Romance",/Days-of-Heaven.html,5.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,30120.0,10.0,94.0,9.4,1978
243,243,Dead Poets Society,0.81,PG,09 Jun 1989,128 min,"Comedy, Drama",/Dead-Poets-Society.html,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,20860.0,8.0,128.0,16.0,1989
244,244,Deadpool,0.8,R,12 Feb 2016,108 min,"Action, Adventure, Comedy, Sci-Fi",/Deadpool.html,23.0,21.0,0.0,2.0,3.0,5.0,1.0,0.0,1.0,0.0,2.0,27974.0,58.0,108.0,1.86,2016
245,245,Dear White People,0.61,R,04 Dec 2014,108 min,"Comedy, Drama, Romance",/Dear-White-People.html,15.0,15.0,7.0,7.0,0.0,8.0,3.0,0.0,1.0,0.0,0.0,22030.0,56.0,108.0,1.93,2014
246,246,Death at a Funeral,0.74,R,07 Sep 2007,90 min,Comedy,/Death-at-a-Funeral.html,20.0,2.0,18.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,20988.0,49.0,90.0,1.84,2007
247,247,Death to Smoochy,0.64,R,29 Mar 2002,109 min,"Comedy, Crime, Drama, Thriller",/Death-to-Smoochy.html,11.0,3.0,3.0,5.0,6.0,9.0,1.0,0.0,5.0,1.0,0.0,24751.0,44.0,109.0,2.48,2002
248,248,Deception,0.61,R,25 Apr 2008,107 min,"Crime, Drama, Mystery, Thriller",/Deception.html,3.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,28179.0,11.0,107.0,9.73,2008
249,249,Deep Cover,0.69,R,15 Apr 1992,107 min,"Action, Crime, Thriller",/Deep-Cover.html,24.0,14.0,3.0,6.0,5.0,4.0,3.0,1.0,0.0,2.0,0.0,21744.0,62.0,107.0,1.73,1992
250,250,Deep Rising,0.6,R,30 Jan 1998,106 min,"Action, Adventure, Horror, Sci-Fi",/Deep-Rising.html,25.0,0.0,6.0,3.0,2.0,13.0,1.0,0.0,0.0,2.0,0.0,23618.0,52.0,106.0,2.04,1998
251,251,Defiance,0.72,R,16 Jan 2009,137 min,"Action, Drama, History, Thriller, War",/Defiance.html,16.0,2.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,24712.0,25.0,137.0,5.48,2009
